Rank,Release,Gross,Max Th,Opening,% of Total,Open Th,Open,Close,Distributor
33,PAW Patrol: The Movie,"$40,127,371 ","3,189","$13,148,340 ",32.80%,"3,184",20-Aug,-,Paramount Pictures
34,West Side Story,"$38,530,322 ","2,820","$10,574,618 ",27.40%,"2,820",10-Dec,7-Apr,20th Century Studios
35,Hitman's Wife's Bodyguard,"$38,014,727 ","3,361","$11,397,820 ",30%,"3,331",16-Jun,-,Lionsgate
36,The Matrix Resurrections,"$37,686,805 ","3,552","$10,749,011 ",28.50%,"3,552",22-Dec,-,Warner Bros.
37,The King's Man,"$37,176,373 ","3,180","$5,915,542 ",15.90%,"3,180",22-Dec,10-Mar,20th Century Studios
38,Don't Breathe 2,"$32,712,950 ","3,005","$10,622,473 ",32.50%,"3,005",13-Aug,-,Screen Gems
39,In the Heights,"$29,975,167 ","3,509","$11,504,710 ",38.40%,"3,456",11-Jun,-,Warner Bros.
40,Snake Eyes,"$28,264,325 ","3,540","$13,367,853 ",47.30%,"3,521",23-Jul,-,Paramount Pictures
41,Nobody,"$27,568,035 ","2,567","$6,820,100 ",24.70%,"2,460",26-Mar,-,Universal Pictures
42,Wrath of Man,"$27,466,489 ","3,007","$8,309,007 ",30.30%,"2,875",7-May,-,United Artists Releasing
43,American Underdog,"$26,514,814 ","2,813","$5,861,836 ",22.10%,"2,813",25-Dec,-,Lionsgate
44,Escape Room: Tournament of Champions,"$25,314,753 ","2,815","$8,801,391 ",34.80%,"2,815",16-Jul,-,Sony Pictures Releasing
45,Respect,"$24,278,399 ","3,207","$8,807,513 ",36.30%,"3,207",13-Aug,-,Metro-Goldwyn-Mayer (MGM)
46,Spiral,"$23,216,862 ","2,991","$8,750,034 ",37.70%,"2,811",14-May,-,Lionsgate
47,Ron's Gone Wrong,"$23,009,270 ","3,560","$7,300,225 ",31.70%,"3,560",22-Oct,23-Dec,20th Century Studios
48,Spirit Untamed,"$17,716,215 ","3,394","$6,101,050 ",34.40%,"3,211",4-Jun,-,Universal Pictures
49,Licorice Pizza,"$17,318,007 ","1,977","$345,157 ",2%,4,26-Nov,-,United Artists Releasing
50,The Green Knight,"$17,173,321 ","2,798","$6,790,917 ",39.50%,"2,790",30-Jul,-,A24
51,Resident Evil: Welcome to Raccoon City,"$17,000,612 ","2,803","$5,319,280 ",31.30%,"2,803",24-Nov,-,Screen Gems
52,The French Dispatch,"$16,124,375 ","1,225","$1,348,804 ",8.40%,52,22-Oct,-,Searchlight Pictures
53,The Marksman,"$15,566,093 ","2,018","$3,104,204 ",19.90%,"1,975",15-Jan,-,Open Road Films (II)
54,The Unholy,"$15,532,137 ","2,057","$3,153,456 ",20.30%,"1,850",2-Apr,-,Screen Gems
55,The Little Things,"$15,342,746 ","2,206","$4,705,527 ",30.70%,"2,171",29-Jan,-,Warner Bros.
56,King Richard,"$15,129,285 ","3,302","$5,406,033 ",35.70%,"3,302",19-Nov,7-Apr,Warner Bros.
57,Dear Evan Hansen,"$15,002,646 ","3,364","$7,443,830 ",49.60%,"3,364",24-Sep,-,Universal Pictures
58,Stillwater,"$14,465,535 ","2,611","$5,188,150 ",35.90%,"2,531",30-Jul,-,Focus Features
59,Christmas with the Chosen: The Messengers,"$13,728,000 ","1,700","$4,245,000 ",30.90%,"1,700",1-Dec,-,Fathom Events
60,Malignant,"$13,391,791 ","3,501","$5,434,620 ",40.60%,"3,485",10-Sep,-,Warner Bros.
61,Chaos Walking,"$13,287,908 ","2,132","$3,775,350 ",28.40%,"1,980",5-Mar,-,Lionsgate
62,My Hero Academia: World Heroes' Mission,"$12,271,658 ","1,585","$6,255,779 ",51%,"1,585",29-Oct,-,FUNimation Entertainment
63,Nightmare Alley,"$11,338,107 ","2,145","$2,811,703 ",24.80%,"2,145",17-Dec,-,Searchlight Pictures
64,The Last Duel,"$10,853,945 ","3,065","$4,759,151 ",43.80%,"3,065",15-Oct,-,20th Century Studios
65,Antlers,"$10,619,670 ","2,800","$4,271,346 ",40.20%,"2,800",29-Oct,-,Searchlight Pictures
66,Cry Macho,"$10,310,734 ","4,022","$4,426,161 ",42.90%,"3,967",17-Sep,-,Warner Bros.
67,Last Night in Soho,"$10,127,625 ","3,016","$4,178,460 ",41.30%,"3,016",29-Oct,-,Focus Features
68,Belfast,"$9,250,870 ","1,255","$1,779,410 ",19.20%,580,12-Nov,-,Focus Features
69,The Many Saints of Newark,"$8,237,403 ","3,181","$4,651,571 ",56.50%,"3,181",1-Oct,-,Warner Bros.
70,The Protégé,"$7,446,823 ","2,577","$2,908,221 ",39.10%,"2,577",20-Aug,-,Lionsgate
71,Those Who Wish Me Dead,"$7,407,200 ","3,379","$2,831,382 ",38.20%,"3,188",14-May,-,Warner Bros.
72,The Night House,"$7,100,581 ","2,240","$2,859,409 ",40.30%,"2,240",20-Aug,-,Searchlight Pictures
73,Spencer,"$7,086,632 ","1,265","$2,104,767 ",29.70%,996,5-Nov,-,Neon
74,The Courier,"$6,613,432 ","1,641","$1,885,829 ",28.50%,"1,433",19-Mar,-,Roadside Attractions
75,A Journal for Jordan,"$6,545,174 ","2,500","$2,201,886 ",33.60%,"2,500",25-Dec,-,Sony Pictures Releasing
76,Judas and the Black Messiah,"$5,478,009 ","1,906","$2,027,076 ",37%,"1,888",12-Feb,-,Warner Bros.
77,Roadrunner: A Film About Anthony Bourdain,"$5,354,970 ",954,"$1,988,795 ",37.10%,927,16-Jul,-,Focus Features
78,Copshop,"$5,213,243 ","3,005","$2,315,638 ",44.40%,"3,005",17-Sep,-,Open Road Films (II)
79,Zola,"$4,844,399 ","1,468","$1,200,013 ",24.80%,"1,468",30-Jun,-,A24
80,Separation,"$4,509,143 ","1,911","$1,800,162 ",39.90%,"1,751",30-Apr,-,Open Road Films (II)
81,Boogie,"$4,178,620 ","1,272","$1,200,165 ",28.70%,"1,252",5-Mar,-,Focus Features
82,'83,"$4,055,660 ",486,"$1,692,575 ",41.70%,486,23-Dec,-,Reliance Entertainment
83,Reminiscence,"$3,900,193 ","3,265","$1,950,793 ",50%,"3,265",20-Aug,-,Warner Bros.
84,Nomadland,"$3,700,000 ","1,200","$503,000 ",-,"1,175",19-Feb,-,Searchlight Pictures
85,12 Mighty Orphans,"$3,689,637 ","1,047","$251,569 ",6.80%,132,11-Jun,-,Sony Pictures Releasing
86,Sooryavanshi,"$3,547,776 ",491,"$1,443,475 ",40.70%,491,5-Nov,-,Reliance Entertainment
87,Pig,"$3,186,668 ",588,"$970,935 ",30.50%,552,16-Jul,-,Neon
88,The Girl Who Believes in Miracles,"$3,163,362 ","1,012","$546,000 ",17.30%,640,2-Apr,-,Atlas Distribution Company
89,Voyagers,"$3,149,935 ","1,996","$1,379,988 ",43.80%,"1,972",9-Apr,-,Lionsgate
90,Minari,"$3,110,580 ",912,"$193,460 ",6.20%,786,12-Feb,-,A24
91,The Most Reluctant Convert,"$3,032,744 ",513,-,-,-,3-Nov,-,Trafalgar Releasing
92,Dream Horse,"$2,913,328 ","1,284","$794,741 ",27.30%,"1,254",21-May,-,Bleecker Street Media
93,The House Next Door: Meet the Blacks 2,"$2,893,660 ",539,"$1,011,756 ",35%,420,11-Jun,-,Hidden Empire Film Group (HEFG)
94,Here Today,"$2,807,494 ","1,230","$1,042,171 ",37.10%,"1,200",7-May,-,Stage 6 Films
95,Finding You,"$2,753,985 ","1,447","$920,476 ",33.40%,"1,312",14-May,-,Roadside Attractions
96,Lamb,"$2,676,410 ",865,"$1,000,089 ",37.40%,583,8-Oct,-,A24
97,The Card Counter,"$2,657,850 ",739,"$1,039,580 ",39.10%,580,10-Sep,-,Focus Features
98,Land,"$2,577,830 ","1,349","$899,810 ",34.90%,"1,231",12-Feb,-,Focus Features
99,The Eyes of Tammy Faye,"$2,404,127 ","1,352","$652,358 ",27.10%,450,17-Sep,-,Searchlight Pictures
100,Drive My Car,"$2,352,240 ",213,"$13,775 ",0.60%,2,24-Nov,-,Janus Films
101,"Summer of Soul (...Or, When the Revolution Could Not Be Televised)","$2,320,649 ",752,"$802,054 ",34.60%,752,25-Jun,-,Searchlight Pictures
102,Parallel Mothers,"$2,297,501 ",684,"$38,249 ",1.70%,3,24-Dec,-,Sony Pictures Classics
103,Scoob!,"$2,188,425 ",-,"$850,000 ",-,"2,500",21-May,-,Warner Bros.
104,After We Fell,"$2,170,750 ","1,294","$426,457 ",19.60%,246,10-Sep,-,Vertical Entertainment
105,The Father,"$2,122,771 ",933,-,-,-,26-Feb,-,Sony Pictures Classics
106,Queen Bees,"$1,926,706 ",600,"$375,232 ",19.50%,500,11-Jun,-,Gravitas Ventures
107,C'mon C'mon,"$1,863,674 ",569,"$134,447 ",-,5,19-Nov,-,A24
108,Show Me the Father,"$1,803,226 ","1,073","$700,181 ",38.80%,"1,073",10-Sep,-,Affirm Films
109,Honsla Rakh,"$1,800,000 ",100,"$706,000 ",-,100,15-Oct,-,-
110,Profile,"$1,744,740 ","2,104","$730,290 ",41.90%,"2,033",14-May,-,Focus Features
111,Titane,"$1,442,988 ",562,"$533,397 ",37%,562,1-Oct,-,Neon
112,Together Together,"$1,437,938 ",665,"$532,773 ",37.10%,665,23-Apr,-,Bleecker Street Media
113,Joe Bell,"$1,405,488 ","1,094","$749,635 ",53.30%,"1,094",23-Jul,-,Roadside Attractions
114,Luca,"$1,324,302 ","1,390",-,-,-,18-Jun,-,Walt Disney Studios Motion Pictures
115,Pushpa: The Rise - Part 1,"$1,320,000 ",400,"$1,320,000 ",-,400,17-Dec,-,-
116,Wrong Turn,"$1,251,184 ",259,"$107,897 ",8.60%,259,26-Jan,-,Saban Films
117,God's Not Dead: We the People,"$1,170,367 ",565,-,-,-,4-Oct,-,Fathom Events
118,In the Earth,"$1,113,723 ",571,"$505,723 ",45.40%,547,16-Apr,-,Neon
119,The Rescue,"$1,060,556 ",561,"$65,591 ",6.20%,9,8-Oct,-,Greenwich Entertainment
120,Sword Art Online: Progressive - Aria of a Starless Night,"$1,050,000 ",840,"$1,050,000 ",-,840,3-Dec,-,FUNimation Entertainment
121,True to the Game 3,"$1,038,255 ",440,"$573,031 ",55.20%,440,3-Dec,-,Faith Media Distribution
122,Red Rocket,"$1,023,086 ",385,"$88,195 ",8.60%,6,10-Dec,-,A24
123,Long Weekend,"$1,018,532 ",821,"$245,182 ",24.10%,814,12-Mar,-,Stage 6 Films
124,The Jesus Music,"$1,016,725 ",270,"$548,848 ",54%,249,1-Oct,-,Lionsgate
125,Love Story,"$971,000 ",300,"$971,000 ",-,300,24-Sep,-,Sony Pictures Releasing
126,National Lampoon's Christmas Vacation,"$939,753 ",-,-,-,-,1-Jan,-,Warner Bros.
,2021 Re-release,,,,,,,,
127,Little Eggs: An African Rescue,"$927,154 ",320,"$428,034 ",46.20%,320,27-Aug,-,Pantelion Films
128,Witnesses,"$855,765 ",90,"$134,490 ",15.70%,90,4-Jun,-,Purdie Distribution
129,The Alpinist,"$844,743 ",245,"$318,648 ",37.70%,172,10-Sep,-,Roadside Attractions
130,Four Good Days,"$837,849 ",489,"$298,358 ",35.60%,298,30-Apr,-,Vertical Entertainment
131,The Mauritanian,"$836,536 ",287,"$163,789 ",19.60%,248,12-Feb,-,STX Entertainment
132,Harry Potter and the Sorcerer's Stone,"$799,342 ",-,-,-,-,27-Aug,-,Warner Bros.
,2021 Re-release,,,,,,,,
133,Blue Bayou,"$788,675 ",487,"$329,840 ",41.80%,477,17-Sep,-,Focus Features
134,L'Arracheuse de temps,"$750,623 ",72,"$188,790 ",25.20%,68,19-Nov,-,-
135,Lamb of God: The Concert Film,"$744,813 ",138,"$129,908 ",17.40%,104,12-Mar,-,Excel Entertainment
136,French Exit,"$741,895 ",493,-,-,-,12-Feb,-,Sony Pictures Classics
137,Nine Days,"$694,849 ",443,"$15,700 ",2.30%,4,30-Jul,-,Sony Pictures Classics
138,Aline,"$667,815 ",72,"$164,087 ",24.60%,70,26-Nov,-,Roadside Attractions
139,Our Friend,"$663,725 ",818,"$240,160 ",36.20%,543,22-Jan,-,Gravitas Ventures
140,The Sparks Brothers,"$648,665 ",534,"$273,530 ",42.20%,534,18-Jun,-,Focus Features
141,Chal Mera Putt 3,"$644,000 ",90,"$644,000 ",100%,90,1-Oct,-,Rhythm Boyz Entertainment
142,"If I Can't Have Love, I Want Power","$626,946 ",122,"$135,223 ",21.60%,122,25-Aug,-,IMAX
143,The Matrix,"$596,998 ",-,-,-,-,6-Dec,-,Warner Bros.
,2021 Re-release,,,,,,,,
144,Werewolves Within,"$575,783 ",270,"$250,811 ",43.60%,270,25-Jun,-,IFC Films
145,City of Lies,"$572,493 ",502,"$284,561 ",49.70%,501,19-Mar,-,Saban Films
146,The Lord of the Rings: The Fellowship of the Ring,"$570,670 ",150,"$166,000 ",-,150,5-Feb,-,New Line Cinema
,2020 Re-release,,,,,,,,
147,Anita,"$556,632 ",15,"$82,421 ",14.80%,13,12-Nov,-,CMC Pictures
148,Abominable,"$554,000 ",185,"$55,000 ",-,140,22-Jan,-,Universal Pictures
,2021 Re-release,,,,,,,,
149,The Truffle Hunters,"$521,202 ",105,-,-,-,5-Mar,-,Sony Pictures Classics
150,Courageous,"$504,855 ","1,023","$286,586 ",56.80%,"1,023",24-Sep,-,Affirm Films
,10th Anniversary Re-release,,,,,,,,
151,For the Love of Money,"$480,774 ",519,"$211,286 ",43.90%,519,24-Nov,-,Freestyle Releasing
152,National Champions,"$475,488 ","1,197","$301,028 ",63.30%,"1,197",10-Dec,-,STX Entertainment
153,Jathi Ratnalu,"$470,000 ",130,"$470,000 ",-,130,12-Mar,-,Flyhigh Cinemas
154,Most Eligible Bachelor,"$470,000 ",195,"$470,000 ",-,195,15-Oct,-,-
155,Top Gun,"$457,577 ",153,"$214,654 ",46.90%,153,14-May,-,Paramount Pictures
,2021 Re-release,,,,,,,,
156,World War Z,"$448,000 ",80,"$347,000 ",-,80,28-May,-,Paramount Pictures
,2021 Re-release,,,,,,,,
157,The Lost Leonardo,"$445,740 ",217,"$12,487 ",2.80%,3,13-Aug,-,Sony Pictures Classics
158,2021 Oscar Nominated Short Films: Live Action,"$443,050 ",184,"$81,113 ",18.30%,157,2-Apr,-,Magnolia Pictures
159,Flag Day,"$424,667 ",196,"$42,953 ",10.10%,24,20-Aug,30-Sep,United Artists Releasing
160,Willy's Wonderland,"$418,286 ",171,"$97,164 ",23.20%,123,12-Feb,-,Screen Media Films
161,Crisis,"$404,738 ",216,"$190,649 ",47.10%,216,26-Feb,-,Quiver Distribution
162,Dutch,"$404,371 ",202,"$135,015 ",33.40%,202,12-Mar,-,Faith Media Distribution
163,Julia,"$399,811 ",288,"$18,010 ",4.50%,5,12-Nov,-,Sony Pictures Classics
164,Ghostbusters,"$391,718 ",774,"$304,317 ",77.70%,774,29-Oct,-,Sony Pictures Classics
,2021 Re-release,,,,,,,,
165,The Metropolitan Opera HD Live: Mussorgsky: Boris Godunov,"$387,000 ",791,"$387,000 ",-,791,8-Oct,-,Fathom Events
166,Raging Fire,"$385,305 ",59,"$101,926 ",26.50%,59,13-Aug,-,Well Go USA Entertainment
167,The Water Man,"$383,234 ",311,"$181,046 ",47.20%,311,7-May,-,RLJE Films
168,Ghost in the Shell,"$373,169 ",124,"$220,389 ",59.10%,124,17-Sep,-,Lionsgate
,2021 4K Remaster,,,,,,,,
169,The Dry,"$364,237 ",186,"$119,364 ",32.80%,186,21-May,-,IFC Films
170,Benedetta,"$354,481 ",201,"$136,839 ",38.60%,201,3-Dec,-,IFC Films
171,"Dad, I'm Sorry","$350,000 ",-,"$350,000 ",-,20,28-May,-,3388 Films
172,Escape from Mogadishu,"$346,271 ",42,"$112,788 ",32.60%,42,6-Aug,-,Well Go USA Entertainment
173,The Battle at Lake Changjin,"$342,411 ",20,"$105,768 ",30.90%,20,19-Nov,-,CMC Pictures
174,Flee,"$339,754 ",220,"$24,794 ",7.30%,4,3-Dec,-,Neon
175,The Emperor's New Groove,"$334,000 ",744,"$160,000 ",-,744,15-Jan,-,Walt Disney Studios Motion Pictures
,2021 Re-release,,,,,,,,
176,Final Account,"$308,976 ",308,"$139,985 ",45.30%,308,21-May,-,Focus Features
177,New Order,"$303,556 ",236,"$144,533 ",47.60%,236,21-May,-,Neon
178,The Lady of Heaven,"$291,597 ",59,-,-,-,10-Dec,-,Universal Pictures International (UPI)
179,India Sweets and Spices,"$288,714 ",343,"$170,629 ",59.10%,343,19-Nov,-,Bleecker Street Media
180,Ends of the Earth,"$286,356 ",-,-,-,-,18-Oct,-,Collide Distribution
181,Blithe Spirit,"$282,500 ",239,"$88,559 ",31.30%,239,19-Feb,-,IFC Films
182,American Skin,"$282,332 ",72,"$46,410 ",16.40%,51,15-Jan,-,Vertical Entertainment
183,I'm Your Man,"$275,155 ",122,"$32,917 ",12%,16,24-Sep,-,Bleecker Street Media
184,A Mouthful of Air,"$269,435 ",816,"$130,701 ",48.50%,816,29-Oct,-,Stage 6 Films
185,Rita Moreno: Just a Girl Who Decided to Go for It,"$264,626 ",227,"$84,366 ",31.90%,227,18-Jun,-,Roadside Attractions
186,Once I Was Engaged,"$254,775 ",32,"$35,304 ",13.90%,32,21-Jul,-,Excel Entertainment
187,Supernova,"$234,220 ",330,"$90,096 ",38.50%,330,29-Jan,-,Bleecker Street Media
188,Becoming Cousteau,"$231,687 ",319,"$116,974 ",50.50%,319,22-Oct,-,Picturehouse
189,Limbo,"$224,405 ",213,"$84,710 ",37.70%,208,30-Apr,-,Focus Features
190,Together,"$214,390 ",250,"$100,066 ",46.70%,250,27-Aug,-,Universal Pictures
191,The Swimming Pool,"$211,467 ",10,"$3,867 ",1.80%,1,14-May,-,Rialto Distribution
,2021 Re-release,,,,,,,,
192,Ailey,"$204,513 ",88,"$15,091 ",7.40%,2,23-Jul,-,Neon
193,The Witches,"$203,571 ",-,-,-,-,25-Dec,-,Warner Bros.
194,Groundhog Day,"$200,989 ",845,"$85,330 ",42.50%,845,29-Jan,-,Sony Pictures Classics
,2021 Re-release,,,,,,,,
195,The Resort,"$191,996 ",114,"$88,831 ",46.30%,114,30-Apr,-,Vertical Entertainment
196,Kaamelott: First Installment,"$188,000 ",26,"$188,000 ",100%,26,23-Jul,-,Paramount Pictures
197,"My Country, My Parents","$177,133 ",51,"$75,302 ",42.50%,51,8-Oct,-,CMC Pictures
198,Earwig and the Witch,"$173,704 ",430,"$92,029 ",53%,430,3-Feb,-,GKIDS
199,I Carry You with Me,"$166,403 ",111,"$17,127 ",10.30%,4,25-Jun,-,Sony Pictures Classics
200,A Revision,"$161,074 ",51,"$35,742 ",22.20%,51,5-Nov,-,-
