Rank,Release,Gross,Max Th,Opening,% of Total,Open Th,Open,Close,Distributor
31,Date Night,"$98,711,404 ","3,380","$25,207,599 ",25.50%,"3,374",9-Apr,9-Sep,Twentieth Century Fox
32,The Social Network,"$96,962,694 ","2,921","$22,445,653 ",23.10%,"2,771",1-Oct,3-Mar,Sony Pictures Releasing
33,Sex and the City 2,"$95,347,692 ","3,445","$31,001,870 ",32.50%,"3,445",27-May,19-Aug,Warner Bros.
34,The Book of Eli,"$94,835,059 ","3,111","$32,789,494 ",34.60%,"3,111",15-Jan,13-May,Warner Bros.
35,The Fighter,"$93,617,009 ","2,534","$300,010 ",0.30%,4,10-Dec,31-Mar,Paramount Pictures
36,The Town,"$92,186,262 ","2,935","$23,808,032 ",25.80%,"2,861",17-Sep,6-Jan,Warner Bros.
37,Prince of Persia: The Sands of Time,"$90,759,676 ","3,646","$30,095,259 ",33.20%,"3,646",28-May,23-Sep,Walt Disney Studios Motion Pictures
38,RED,"$90,380,162 ","3,349","$21,761,408 ",24.10%,"3,255",15-Oct,3-Feb,Summit Entertainment
39,Percy Jackson & the Olympians: The Lightning Thief,"$88,768,303 ","3,396","$31,236,067 ",35.20%,"3,356",12-Feb,1-Jul,Twentieth Century Fox
40,Paranormal Activity 2,"$84,752,907 ","3,239","$40,678,424 ",48%,"3,216",22-Oct,20-Jan,Paramount Pictures
41,Unstoppable,"$81,562,942 ","3,261","$22,688,457 ",27.80%,"3,207",12-Nov,10-Mar,Twentieth Century Fox
42,Eat Pray Love,"$80,574,010 ","3,108","$23,104,523 ",28.70%,"3,082",13-Aug,4-Nov,Sony Pictures Releasing
43,Dear John,"$80,014,842 ","3,062","$30,468,614 ",38.10%,"2,969",5-Feb,29-Apr,Screen Gems
44,The A-Team,"$77,222,099 ","3,544","$25,669,455 ",33.20%,"3,535",11-Jun,16-Sep,Twentieth Century Fox
45,Knight and Day,"$76,423,035 ","3,104","$20,139,985 ",26.40%,"3,098",23-Jun,7-Oct,Twentieth Century Fox
,2010 Re-release,,,,,,,,
46,Dinner for Schmucks,"$73,026,337 ","3,046","$23,527,839 ",32.20%,"2,911",30-Jul,14-Oct,DreamWorks
47,The Tourist,"$67,631,157 ","2,756","$16,472,458 ",24.40%,"2,756",10-Dec,10-Mar,Sony Pictures Releasing
48,The Bounty Hunter,"$67,061,228 ","3,118","$20,686,423 ",30.80%,"3,074",19-Mar,8-Jul,Sony Pictures Releasing
49,Diary of a Wimpy Kid,"$64,003,625 ","3,083","$22,126,166 ",34.60%,"3,077",19-Mar,19-Aug,Twentieth Century Fox
50,The Sorcerer's Apprentice,"$63,150,991 ","3,504","$17,619,622 ",27.90%,"3,504",14-Jul,28-Oct,Walt Disney Studios Motion Pictures
51,A Nightmare on Elm Street,"$63,075,011 ","3,332","$32,902,299 ",52.20%,"3,332",30-Apr,15-Jul,Warner Bros.
52,The Last Song,"$62,950,384 ","2,794","$16,007,426 ",25.40%,"2,673",31-Mar,15-Jul,Walt Disney Studios Motion Pictures
53,The Wolfman,"$61,979,680 ","3,223","$31,479,235 ",50.80%,"3,222",12-Feb,1-Apr,Universal Pictures
54,Get Him to the Greek,"$60,974,475 ","2,702","$17,570,955 ",28.80%,"2,697",4-Jun,12-Aug,Universal Pictures
55,Resident Evil: Afterlife,"$60,128,566 ","3,209","$26,650,264 ",44.30%,"3,203",10-Sep,4-Nov,Screen Gems
56,Why Did I Get Married Too?,"$60,095,852 ","2,155","$29,289,537 ",48.70%,"2,155",2-Apr,10-Jun,Lionsgate
57,Tooth Fairy,"$60,022,256 ","3,345","$14,010,409 ",23.30%,"3,344",22-Jan,24-Jun,Twentieth Century Fox
58,Secretariat,"$59,713,955 ","3,108","$12,694,770 ",21.30%,"3,072",8-Oct,10-Feb,Walt Disney Studios Motion Pictures
59,Easy A,"$58,401,464 ","2,974","$17,734,040 ",30.40%,"2,856",17-Sep,23-Dec,Screen Gems
60,Takers,"$57,744,720 ","2,206","$20,512,304 ",35.50%,"2,206",27-Aug,18-Nov,Screen Gems
61,Legend of the Guardians: The Owls of Ga'Hoole,"$55,675,313 ","3,575","$16,112,211 ",28.90%,"3,575",24-Sep,20-Jan,Warner Bros.
62,Life as We Know It,"$53,374,681 ","3,150","$14,506,464 ",27.20%,"3,150",8-Oct,27-Jan,Warner Bros.
63,Letters to Juliet,"$53,032,453 ","2,975","$13,540,486 ",25.50%,"2,968",14-May,26-Aug,Summit Entertainment
64,Hubble,"$52,522,904 ",151,"$413,477 ",0.80%,39,19-Mar,-,Warner Bros.
65,Wall Street: Money Never Sleeps,"$52,474,616 ","3,597","$19,011,188 ",36.20%,"3,565",24-Sep,19-Dec,Twentieth Century Fox
66,Predators,"$52,000,688 ","2,669","$24,760,882 ",47.60%,"2,669",9-Jul,14-Oct,Twentieth Century Fox
67,Hot Tub Time Machine,"$50,287,556 ","2,771","$14,020,502 ",27.90%,"2,754",26-Mar,10-Jun,Metro-Goldwyn-Mayer (MGM)
68,Kick-Ass,"$48,071,303 ","3,065","$19,828,687 ",41.20%,"3,065",16-Apr,1-Jul,Lionsgate
69,Killers,"$47,059,963 ","2,859","$15,837,266 ",33.70%,"2,859",4-Jun,19-Aug,Lionsgate
70,Saw 3D,"$45,710,178 ","2,808","$22,530,123 ",49.30%,"2,808",29-Oct,2-Dec,Lionsgate
71,Cop Out,"$44,875,481 ","3,150","$18,211,126 ",40.60%,"3,150",26-Feb,20-May,Warner Bros.
72,Cats & Dogs: The Revenge of Kitty Galore,"$43,585,753 ","3,705","$12,279,363 ",28.20%,"3,705",30-Jul,21-Oct,Warner Bros.
73,Edge of Darkness,"$43,313,890 ","3,066","$17,214,384 ",39.70%,"3,066",29-Jan,8-Apr,Warner Bros.
74,Gulliver's Travels,"$42,779,261 ","3,089","$6,307,691 ",14.70%,"2,546",25-Dec,14-Apr,Twentieth Century Fox
75,Death at a Funeral,"$42,739,347 ","2,459","$16,217,540 ",37.90%,"2,459",16-Apr,8-Jul,Screen Gems
76,Step Up 3D,"$42,400,223 ","2,439","$15,812,311 ",37.30%,"2,435",6-Aug,4-Nov,Walt Disney Studios Motion Pictures
77,The Last Exorcism,"$41,034,350 ","2,874","$20,366,613 ",49.60%,"2,874",27-Aug,7-Oct,Lionsgate
78,Legion,"$40,168,080 ","2,476","$17,501,625 ",43.60%,"2,476",22-Jan,21-Mar,Screen Gems
79,Burlesque,"$39,440,655 ","3,037","$11,947,744 ",30.30%,"3,037",24-Nov,10-Feb,Screen Gems
80,The Crazies,"$39,123,589 ","2,479","$16,067,552 ",41.10%,"2,476",26-Feb,20-May,Overture Films
81,For Colored Girls,"$37,729,698 ","2,127","$19,497,324 ",51.70%,"2,127",5-Nov,20-Jan,Lionsgate
82,The Back-up Plan,"$37,490,007 ","3,280","$12,201,710 ",32.50%,"3,280",23-Apr,22-Jul,CBS Films
83,Vampires Suck,"$36,661,504 ","3,233","$12,202,831 ",33.30%,"3,233",18-Aug,11-Nov,Twentieth Century Fox
84,The American,"$35,606,376 ","2,833","$13,177,790 ",37%,"2,823",1-Sep,4-Nov,Focus Features
85,Green Zone,"$35,053,660 ","3,004","$14,309,295 ",40.80%,"3,003",12-Mar,6-May,Universal Pictures
86,Marmaduke,"$33,644,788 ","3,213","$11,599,661 ",34.50%,"3,213",4-Jun,16-Sep,Twentieth Century Fox
87,Devil,"$33,601,190 ","2,811","$12,289,375 ",36.60%,"2,809",17-Sep,18-Nov,Universal Pictures
88,Hereafter,"$32,746,941 ","2,424","$220,322 ",0.70%,6,15-Oct,13-Jan,Warner Bros.
89,When in Rome,"$32,680,633 ","2,456","$12,350,041 ",37.80%,"2,456",29-Jan,15-Apr,Walt Disney Studios Motion Pictures
90,Love & Other Drugs,"$32,367,005 ","2,458","$9,739,161 ",30.10%,"2,455",24-Nov,17-Feb,Twentieth Century Fox
91,She's Out of My League,"$32,010,860 ","2,958","$9,775,278 ",30.50%,"2,956",12-Mar,20-May,Paramount Pictures
92,Scott Pilgrim vs. the World,"$31,524,275 ","2,820","$10,609,795 ",33.70%,"2,818",13-Aug,7-Oct,Universal Pictures
93,Charlie St. Cloud,"$31,162,545 ","2,725","$12,381,585 ",39.70%,"2,718",30-Jul,16-Sep,Universal Pictures
94,Morning Glory,"$31,011,732 ","2,544","$9,203,266 ",29.70%,"2,518",10-Nov,20-Jan,Paramount Pictures
95,How Do You Know,"$30,212,620 ","2,483","$7,484,696 ",24.80%,"2,483",17-Dec,27-Jan,Sony Pictures Releasing
96,Daybreakers,"$30,101,577 ","2,523","$15,146,692 ",50.30%,"2,523",8-Jan,11-Feb,Lionsgate
97,Nanny McPhee Returns,"$29,011,215 ","2,798","$8,407,685 ",29%,"2,784",20-Aug,28-Oct,Universal Pictures
98,The Switch,"$27,779,426 ","2,017","$8,436,713 ",30.40%,"2,012",20-Aug,18-Nov,Miramax
99,Brooklyn's Finest,"$27,163,593 ","1,939","$13,350,299 ",49.10%,"1,936",5-Mar,20-May,Overture Films
100,Machete,"$26,593,646 ","2,678","$11,416,164 ",42.90%,"2,670",3-Sep,18-Nov,Twentieth Century Fox
101,Ramona and Beezus,"$26,167,002 ","2,719","$7,810,481 ",29.80%,"2,719",23-Jul,11-Nov,Twentieth Century Fox
102,Leap Year,"$25,918,920 ","2,512","$9,202,815 ",35.50%,"2,511",8-Jan,4-Mar,Universal Pictures
103,You Again,"$25,702,053 ","2,548","$8,407,513 ",32.70%,"2,548",24-Sep,16-Dec,Walt Disney Studios Motion Pictures
104,Alpha and Omega,"$25,107,267 ","2,625","$9,106,906 ",36.30%,"2,625",17-Sep,2-Dec,Lionsgate
105,Piranha 3D,"$25,003,155 ","2,491","$10,106,872 ",40.40%,"2,470",20-Aug,18-Nov,-
106,Lottery Ticket,"$24,719,879 ","1,974","$10,652,297 ",43.10%,"1,973",20-Aug,4-Nov,Warner Bros.
107,The Spy Next Door,"$24,307,086 ","2,924","$9,726,056 ",40%,"2,924",15-Jan,4-Mar,Lionsgate
108,From Paris with Love,"$24,077,427 ","2,722","$8,158,860 ",33.90%,"2,722",5-Feb,11-Mar,Lionsgate
109,The Losers,"$23,591,432 ","2,936","$9,406,348 ",39.90%,"2,936",23-Apr,24-Jun,Warner Bros.
110,Faster,"$23,240,020 ","2,470","$8,523,153 ",36.70%,"2,454",24-Nov,10-Feb,CBS Films
111,Just Wright,"$21,540,363 ","1,831","$8,284,989 ",38.50%,"1,831",14-May,5-Aug,-
112,Skyline,"$21,393,620 ","2,883","$11,692,415 ",54.70%,"2,880",12-Nov,21-Dec,Universal Pictures
113,The Next Three Days,"$21,148,651 ","2,564","$6,542,779 ",30.90%,"2,564",19-Nov,6-Jan,Lionsgate
114,The Kids Are All Right,"$20,811,365 ",994,"$491,971 ",2.40%,7,9-Jul,21-Oct,Focus Features
115,Our Family Wedding,"$20,255,281 ","1,609","$7,629,862 ",37.70%,"1,605",12-Mar,17-Jun,-
116,Country Strong,"$20,218,921 ","1,441","$30,452 ",0.20%,2,22-Dec,17-Feb,Screen Gems
117,Oceans,"$19,422,319 ","1,232","$6,058,958 ",31.20%,"1,206",22-Apr,15-Jul,Walt Disney Studios Motion Pictures
118,Remember Me,"$19,068,240 ","2,215","$8,089,139 ",42.40%,"2,212",12-Mar,13-May,Summit Entertainment
119,127 Hours,"$18,335,230 ",916,"$264,851 ",1.40%,4,5-Nov,14-Apr,-
120,Going the Distance,"$17,804,299 ","3,030","$6,884,964 ",38.70%,"3,030",3-Sep,21-Oct,Warner Bros.
121,Furry Vengeance,"$17,630,465 ","3,002","$6,627,564 ",37.60%,"2,997",30-Apr,15-Jul,Summit Entertainment
122,Splice,"$17,010,170 ","2,450","$7,385,277 ",43.40%,"2,450",4-Jun,5-Aug,Warner Bros.
,2010 Re-release,,,,,,,,
123,The Ghost Writer,"$15,541,549 ",819,"$183,009 ",1.20%,4,19-Feb,17-Jun,Summit Entertainment
124,Youth in Revolt,"$15,281,286 ","1,873","$6,888,334 ",45.10%,"1,873",8-Jan,25-Mar,-
125,My Soul to Take,"$14,744,435 ","2,572","$6,842,220 ",46.40%,"2,572",8-Oct,4-Nov,Universal Pictures
126,Repo Men,"$13,794,835 ","2,521","$6,126,170 ",44.40%,"2,521",19-Mar,22-Apr,Universal Pictures
127,Case 39,"$13,261,851 ","2,212","$5,350,570 ",40.30%,"2,211",1-Oct,18-Nov,Paramount Vantage
128,Let Me In,"$12,134,935 ","2,042","$5,147,479 ",42.40%,"2,020",1-Oct,9-Dec,Overture Films
129,Extraordinary Measures,"$12,068,313 ","2,549","$6,012,594 ",49.80%,"2,549",22-Jan,11-Feb,CBS Films
130,Avatar,"$10,741,486 ",812,"$4,007,750 ",37.30%,812,27-Aug,18-Nov,Twentieth Century Fox
,2010 Special Edition,,,,,,,,
131,Jonah Hex,"$10,547,117 ","2,825","$5,379,365 ",51%,"2,825",18-Jun,12-Aug,Warner Bros.
132,The Girl with the Dragon Tattoo,"$10,095,170 ",202,"$335,502 ",3.30%,34,19-Mar,24-Feb,Music Box Films
133,Blue Valentine,"$9,706,328 ",450,"$193,728 ",2%,4,29-Dec,21-Apr,The Weinstein Company
134,Fair Game,"$9,540,691 ",436,"$651,082 ",6.80%,46,5-Nov,17-Feb,Summit Entertainment
135,Get Low,"$9,176,933 ",570,"$88,182 ",1%,4,30-Jul,24-Feb,Sony Pictures Classics
136,MacGruber,"$8,525,600 ","2,551","$4,043,495 ",47.40%,"2,551",21-May,10-Jun,Universal Pictures
137,The Girl Who Played with Fire,"$7,638,241 ",185,"$904,998 ",11.80%,108,9-Jul,10-Feb,Music Box Films
138,Cyrus,"$7,468,936 ",454,"$181,716 ",2.40%,4,18-Jun,14-Oct,-
139,Babies,"$7,320,323 ",543,"$2,160,460 ",29.50%,534,7-May,8-Jul,Focus Features
140,Conviction,"$6,783,129 ",672,"$102,351 ",1.50%,11,15-Oct,26-Dec,-
,2010 Re-release,,,,,,,,
141,City Island,"$6,671,036 ",269,"$32,001 ",0.50%,2,19-Mar,2-Sep,Anchor Bay Films
142,The Last Station,"$6,617,867 ",354,"$73,723 ",1.10%,3,15-Jan,24-Jun,Sony Pictures Classics
143,Winter's Bone,"$6,531,503 ",141,"$84,797 ",1.30%,4,11-Jun,21-Apr,Roadside Attractions
144,Waiting for Superman,"$6,417,135 ",330,"$139,033 ",2.20%,4,24-Sep,23-Dec,Paramount Vantage
145,The Secret in Their Eyes,"$6,391,436 ",166,"$167,866 ",2.60%,10,16-Apr,21-Oct,Sony Pictures Classics
146,It's Kind of a Funny Story,"$6,363,628 ",757,"$2,013,406 ",31.60%,742,8-Oct,25-Nov,Focus Features
147,Sea Rex 3D: Journey to a Prehistoric World,"$6,096,582 ",14,-,-,-,28-May,13-Sep,3D Entertainment
148,The Warrior's Way,"$5,666,340 ","1,622","$3,048,665 ",53.80%,"1,622",3-Dec,3-Feb,Relativity Media
149,The Girl Who Kicked the Hornet's Nest,"$5,190,196 ",208,"$881,737 ",17%,154,29-Oct,3-Mar,Music Box Films
150,I Am Love,"$5,005,465 ",166,"$121,504 ",2.40%,8,18-Jun,2-Dec,Magnolia Pictures
151,Mao's Last Dancer,"$4,817,770 ",137,"$199,657 ",4.10%,33,20-Aug,9-Dec,The Samuel Goldwyn Company
152,Solitary Man,"$4,360,548 ",177,"$94,936 ",2.20%,4,21-May,7-Oct,Anchor Bay Films
153,Inside Job,"$4,312,735 ",250,"$39,649 ",0.90%,2,8-Oct,5-May,Sony Pictures Classics
154,Greenberg,"$4,234,170 ",186,"$118,152 ",2.80%,3,19-Mar,27-May,Focus Features
155,Please Give,"$4,033,574 ",272,"$118,123 ",2.90%,5,30-Apr,21-Oct,Sony Pictures Classics
156,My Name Is Khan,"$4,018,771 ",125,"$1,944,027 ",48.40%,120,12-Feb,6-May,-
157,To Save a Life,"$3,777,210 ",441,"$1,581,517 ",41.90%,441,22-Jan,8-Apr,The Samuel Goldwyn Company
158,The Runaways,"$3,573,673 ",244,"$805,115 ",22.50%,244,19-Mar,3-Jun,Apparition
159,Exit Through the Gift Shop,"$3,291,250 ",46,"$170,756 ",5.20%,8,16-Apr,4-Nov,-
160,You Will Meet a Tall Dark Stranger,"$3,248,246 ",402,"$160,103 ",4.90%,6,22-Sep,10-Feb,Sony Pictures Classics
161,Catfish,"$3,237,343 ",143,"$257,285 ",7.90%,12,17-Sep,2-Dec,Rogue Pictures
162,Another Year,"$3,205,706 ",236,"$111,869 ",3.50%,6,29-Dec,26-May,Sony Pictures Classics
163,Chloe,"$3,075,255 ",350,"$900,688 ",29.30%,350,26-Mar,15-Jul,Sony Pictures Classics
164,Joan Rivers: A Piece of Work,"$2,930,687 ",115,"$164,351 ",5.60%,7,11-Jun,16-Sep,IFC Films
165,Letters to God,"$2,848,578 ",897,"$1,088,873 ",38.20%,897,9-Apr,1-Jul,Vivendi Entertainment
166,N-Secure,"$2,595,644 ",486,"$1,166,406 ",44.90%,486,15-Oct,18-Nov,Freestyle Releasing
167,Never Let Me Go,"$2,434,652 ",232,"$111,734 ",4.60%,4,15-Sep,16-Dec,-
168,Twilight/New Moon,"$2,385,237 ","2,037",-,-,-,29-Jun,29-Jun,Summit Entertainment
,Double Bill,,,,,,,,
169,The Illusionist,"$2,231,474 ",206,"$38,594 ",1.70%,3,25-Dec,12-May,Sony Pictures Classics
170,Rabbit Hole,"$2,229,058 ",131,"$53,778 ",2.40%,5,17-Dec,7-Apr,Lionsgate
171,A Prophet,"$2,087,720 ",83,"$163,773 ",7.80%,9,26-Feb,1-Jul,Sony Pictures Classics
172,I Love You Phillip Morris,"$2,037,459 ",100,"$112,520 ",5.50%,6,3-Dec,14-Apr,Roadside Attractions
173,Harry Brown,"$1,818,681 ",67,"$173,353 ",9.50%,19,30-Apr,12-Aug,The Samuel Goldwyn Company
174,Stone,"$1,810,078 ",125,"$75,766 ",4.20%,6,8-Oct,30-Dec,Overture Films
175,Somewhere,"$1,785,645 ",83,"$119,086 ",6.70%,7,22-Dec,3-Mar,Focus Features
176,Flipped,"$1,755,212 ",442,"$224,233 ",12.80%,45,6-Aug,14-Oct,Warner Bros.
177,Kites,"$1,643,486 ",207,"$959,329 ",58.40%,207,21-May,24-Jun,Reliance Big Pictures
178,Coco Chanel & Igor Stravinsky,"$1,621,226 ",74,"$44,454 ",2.70%,3,11-Jun,21-Oct,Sony Pictures Classics
179,Cairo Time,"$1,603,616 ",76,"$66,245 ",4.10%,5,6-Aug,11-Nov,IFC Films
180,Raajneeti,"$1,514,558 ",124,"$850,244 ",56.10%,124,4-Jun,11-Jul,UTV Motion Pictures
181,The Joneses,"$1,475,746 ",217,"$509,689 ",34.50%,193,16-Apr,15-Jul,Roadside Attractions
182,Nowhere Boy,"$1,457,248 ",215,"$52,749 ",3.60%,4,8-Oct,9-Dec,The Weinstein Company
183,Restrepo,"$1,330,894 ",52,"$35,581 ",2.70%,2,25-Jun,5-Dec,National Geographic Entertainment
184,Dabangg,"$1,288,549 ",68,"$628,137 ",48.70%,62,10-Sep,30-Sep,Eros Worldwide
185,Micmacs,"$1,262,079 ",52,"$42,751 ",3.40%,4,28-May,21-Oct,Sony Pictures Classics
186,Housefull,"$1,183,658 ",82,"$642,156 ",54.30%,82,30-Apr,20-May,Eros Worldwide
187,Golmaal 3,"$1,132,192 ",86,"$626,432 ",55.30%,86,5-Nov,25-Nov,Eros Worldwide
188,Mother and Child,"$1,110,509 ",119,"$43,040 ",3.90%,4,7-May,21-Oct,Sony Pictures Classics
189,Made in Dagenham,"$1,095,369 ",89,"$37,563 ",3.40%,3,19-Nov,14-Apr,Sony Pictures Classics
190,Tees Maar Khan,"$1,076,443 ",108,"$539,793 ",50.10%,108,22-Dec,20-Jan,UTV Motion Pictures
191,La Mission,"$1,062,941 ",47,"$49,046 ",4.60%,15,9-Apr,8-Aug,Screen Media Films
192,Buried,"$1,044,143 ",107,"$100,268 ",9.60%,11,24-Sep,11-Nov,Lionsgate
193,Animal Kingdom,"$1,044,039 ",61,"$61,968 ",5.90%,7,13-Aug,17-Mar,Sony Pictures Classics
194,Casino Jack,"$1,042,959 ",60,"$34,528 ",3.30%,7,17-Dec,7-Apr,ATO Pictures
195,The Perfect Game,"$1,037,071 ",417,"$511,698 ",49.30%,417,16-Apr,13-May,-
196,The Oscar Nominated Short Films 2010: Live Action,"$1,018,169 ",95,"$291,360 ",28.60%,95,19-Feb,29-Apr,Shorts International
197,Guzaarish,"$1,017,335 ",108,"$488,121 ",48%,108,19-Nov,16-Dec,UTV Motion Pictures
198,The Salvation Poem,"$914,818 ",30,-,-,-,27-Aug,1-Sep,CanZion Films
199,The Wildest Dream,"$898,137 ",21,"$67,848 ",7.60%,12,6-Aug,7-Jul,National Geographic Entertainment
200,Princess Kaiulani,"$883,887 ",47,"$186,995 ",21.20%,33,14-May,30-Sep,Roadside Attractions
