Rank,Release,Gross,Max Th,Opening,% of Total,Open Th,Open,Close,Distributor
24,Sully,"$125,070,033 ","3,955","$35,028,301 ",28%,"3,525",9-Sep,26-Jan,Warner Bros.
25,Bad Moms,"$113,257,297 ","3,215","$23,817,340 ",21%,"3,215",29-Jul,27-Oct,STX Entertainment
26,The Angry Birds Movie,"$107,509,366 ","3,932","$38,155,177 ",35.50%,"3,932",20-May,15-Sep,Sony Pictures Releasing
27,Independence Day: Resurgence,"$103,144,286 ","4,130","$41,039,944 ",39.80%,"4,130",24-Jun,15-Sep,Twentieth Century Fox
28,The Conjuring 2,"$102,470,008 ","3,356","$40,406,314 ",39.40%,"3,343",10-Jun,25-Aug,Warner Bros.
29,Arrival,"$100,546,139 ","3,115","$24,074,047 ",23.90%,"2,317",11-Nov,9-Mar,Paramount Pictures
30,Passengers,"$100,014,699 ","3,478","$14,869,736 ",14.90%,"3,478",21-Dec,20-Apr,Sony Pictures Releasing
31,Sausage Party,"$97,685,686 ","3,135","$34,263,534 ",35.10%,"3,103",12-Aug,22-Dec,Sony Pictures Releasing
32,The Magnificent Seven,"$93,432,655 ","3,696","$34,703,397 ",37.10%,"3,674",23-Sep,5-Jan,Sony Pictures Releasing
33,Ride Along 2,"$91,221,830 ","3,192","$35,243,095 ",38.60%,"3,175",15-Jan,16-Jun,Universal Pictures
34,Don't Breathe,"$89,217,875 ","3,384","$26,411,706 ",29.60%,"3,051",26-Aug,22-Dec,Screen Gems
35,Miss Peregrine's Home for Peculiar Children,"$87,242,834 ","3,835","$28,871,140 ",33.10%,"3,522",30-Sep,9-Feb,Twentieth Century Fox
36,The Accountant,"$86,260,045 ","3,402","$24,710,273 ",28.60%,"3,332",14-Oct,12-Jan,Warner Bros.
37,Teenage Mutant Ninja Turtles: Out of the Shadows,"$82,051,601 ","4,071","$35,316,382 ",43%,"4,071",3-Jun,8-Sep,Paramount Pictures
38,The Purge: Election Year,"$79,213,375 ","2,821","$31,515,110 ",39.80%,"2,796",1-Jul,13-Oct,Universal Pictures
39,Alice Through the Looking Glass,"$77,041,381 ","3,763","$26,858,726 ",34.90%,"3,763",27-May,1-Sep,Walt Disney Studios Motion Pictures
40,Pete's Dragon,"$76,233,151 ","3,702","$21,514,095 ",28.20%,"3,702",12-Aug,15-Dec,Walt Disney Studios Motion Pictures
41,The Girl on the Train,"$75,395,035 ","3,241","$24,536,265 ",32.50%,"3,144",7-Oct,29-Dec,Universal Pictures
42,Boo! A Madea Halloween,"$73,206,343 ","2,299","$28,501,448 ",38.90%,"2,260",21-Oct,22-Dec,Lionsgate
43,Storks,"$72,679,278 ","3,922","$21,311,407 ",29.30%,"3,922",23-Sep,12-Jan,Warner Bros.
44,10 Cloverfield Lane,"$72,082,998 ","3,427","$24,727,437 ",34.30%,"3,391",11-Mar,2-Jun,Paramount Pictures
45,Lights Out,"$67,268,835 ","2,835","$21,688,103 ",32.20%,"2,818",22-Jul,29-Sep,Warner Bros.
46,Hacksaw Ridge,"$67,209,615 ","2,971","$15,190,758 ",22.60%,"2,886",4-Nov,9-Mar,Lionsgate
47,Allegiant,"$66,184,051 ","3,740","$29,027,348 ",43.90%,"3,740",18-Mar,2-Jun,Lionsgate
48,Now You See Me 2,"$65,075,540 ","3,232","$22,383,146 ",34.40%,"3,232",10-Jun,25-Aug,Lionsgate
49,Ice Age: Collision Course,"$64,063,008 ","3,997","$21,373,064 ",33.40%,"3,992",22-Jul,3-Nov,Twentieth Century Fox
50,The Boss,"$63,285,885 ","3,495","$23,586,645 ",37.30%,"3,480",8-Apr,4-Aug,Universal Pictures
51,London Has Fallen,"$62,524,260 ","3,492","$21,635,601 ",34.60%,"3,490",4-Mar,2-Jun,Focus Features
52,Miracles from Heaven,"$61,705,123 ","3,155","$14,812,393 ",24%,"3,047",16-Mar,21-Jul,TriStar Pictures
53,Deepwater Horizon,"$61,433,527 ","3,403","$20,223,544 ",32.90%,"3,259",30-Sep,15-Dec,Lionsgate
54,Why Him?,"$60,323,786 ","3,008","$11,002,986 ",18.20%,"2,917",23-Dec,23-Mar,Twentieth Century Fox
55,My Big Fat Greek Wedding 2,"$59,689,605 ","3,179","$17,861,950 ",29.90%,"3,133",25-Mar,26-May,Universal Pictures
56,Jack Reacher: Never Go Back,"$58,697,076 ","3,780","$22,872,490 ",39%,"3,780",21-Oct,12-Jan,Paramount Pictures
57,Fences,"$57,682,904 ","2,368","$129,462 ",0.20%,4,16-Dec,30-Mar,Paramount Pictures
58,Me Before You,"$56,245,075 ","2,762","$18,723,269 ",33.30%,"2,704",3-Jun,18-Aug,Warner Bros.
59,The BFG,"$55,483,770 ","3,392","$18,775,350 ",33.80%,"3,357",1-Jul,13-Oct,Walt Disney Studios Motion Pictures
60,Neighbors 2: Sorority Rising,"$55,455,765 ","3,416","$21,760,405 ",39.20%,"3,384",20-May,14-Jul,Universal Pictures
61,The Shallows,"$55,124,043 ","2,962","$16,800,868 ",30.50%,"2,962",24-Jun,29-Sep,Sony Pictures Releasing
62,Office Christmas Party,"$54,767,494 ","3,210","$16,890,204 ",30.80%,"3,210",9-Dec,26-Jan,Paramount Pictures
63,Assassin's Creed,"$54,647,948 ","2,996","$10,278,225 ",18.80%,"2,970",21-Dec,9-Mar,Twentieth Century Fox
64,Barbershop: The Next Cut,"$54,030,051 ","2,676","$20,242,415 ",37.50%,"2,661",15-Apr,14-Jul,Warner Bros.
65,13 Hours,"$52,853,219 ","2,917","$16,194,738 ",30.60%,"2,389",15-Jan,24-Mar,Paramount Pictures
66,Lion,"$51,738,905 ","1,802","$123,360 ",0.20%,4,25-Nov,11-May,The Weinstein Company
67,The Huntsman: Winter's War,"$48,390,190 ","3,802","$19,445,035 ",40.20%,"3,791",22-Apr,4-Aug,Universal Pictures
68,Kubo and the Two Strings,"$48,023,088 ","3,279","$12,608,372 ",26.30%,"3,260",19-Aug,1-Dec,Focus Features
69,Manchester by the Sea,"$47,695,371 ","1,213","$256,498 ",0.50%,4,18-Nov,27-Apr,Roadside Attractions
70,Warcraft,"$47,365,290 ","3,406","$24,166,110 ",51%,"3,400",10-Jun,8-Sep,Universal Pictures
71,How to Be Single,"$46,843,513 ","3,357","$17,878,911 ",38.20%,"3,343",12-Feb,14-Apr,Warner Bros.
72,Mike and Dave Need Wedding Dates,"$46,009,673 ","3,008","$16,628,170 ",36.10%,"2,982",8-Jul,13-Oct,Twentieth Century Fox
73,War Dogs,"$43,034,523 ","3,258","$14,685,305 ",34.10%,"3,258",19-Aug,20-Oct,Warner Bros.
74,Almost Christmas,"$42,158,780 ","2,379","$15,134,235 ",35.90%,"2,376",11-Nov,12-Jan,Universal Pictures
75,Money Monster,"$41,012,075 ","3,104","$14,788,157 ",36.10%,"3,104",13-May,4-Aug,TriStar Pictures
76,Allied,"$40,098,064 ","3,160","$12,701,743 ",31.70%,"3,160",23-Nov,26-Jan,Paramount Pictures
77,Nerve,"$38,583,626 ","2,538","$9,445,456 ",24.50%,"2,538",27-Jul,6-Oct,Lionsgate
78,Risen,"$36,880,033 ","2,915","$11,801,271 ",32%,"2,915",19-Feb,19-May,Sony Pictures Releasing
79,The Nice Guys,"$36,261,763 ","2,865","$11,203,270 ",30.90%,"2,865",20-May,4-Aug,Warner Bros.
80,The Boy,"$35,819,556 ","2,671","$10,778,392 ",30.10%,"2,671",22-Jan,31-Mar,STX Entertainment
81,Dirty Grandpa,"$35,593,113 ","2,912","$11,111,875 ",31.20%,"2,912",22-Jan,17-Mar,Lionsgate
82,Ouija: Origin of Evil,"$35,144,505 ","3,168","$14,065,500 ",40%,"3,167",21-Oct,29-Dec,Universal Pictures
83,The 5th Wave,"$34,916,787 ","2,908","$10,326,356 ",29.60%,"2,908",22-Jan,26-May,Sony Pictures Releasing
84,Inferno,"$34,343,574 ","3,576","$14,860,425 ",43.30%,"3,576",28-Oct,19-Jan,Sony Pictures Releasing
85,Mother's Day,"$32,492,859 ","3,291","$8,369,184 ",25.80%,"3,035",29-Apr,16-Jun,Open Road Films (II)
86,Patriots Day,"$31,886,361 ","3,120","$161,306 ",0.50%,7,21-Dec,9-Mar,Lionsgate
87,Gods of Egypt,"$31,153,464 ","3,117","$14,123,903 ",45.30%,"3,117",26-Feb,12-May,Lionsgate
88,Collateral Beauty,"$31,016,021 ","3,028","$7,102,085 ",22.90%,"3,028",16-Dec,9-Feb,Warner Bros.
89,"Hail, Caesar!","$30,498,085 ","2,248","$11,355,225 ",37.20%,"2,232",5-Feb,30-Jun,Universal Pictures
90,When the Bough Breaks,"$29,747,603 ","2,246","$14,202,323 ",47.70%,"2,246",9-Sep,17-Nov,Screen Gems
91,Zoolander 2,"$28,848,693 ","3,418","$13,841,146 ",48%,"3,394",12-Feb,31-Mar,Paramount Pictures
92,Moonlight,"$27,854,932 ","1,564","$402,075 ",1.40%,4,21-Oct,4-May,A24
93,The Finest Hours,"$27,569,558 ","3,143","$10,288,932 ",37.30%,"3,143",29-Jan,7-Apr,Walt Disney Studios Motion Pictures
94,Florence Foster Jenkins,"$27,383,770 ","1,528","$6,601,313 ",24.10%,"1,528",12-Aug,27-Oct,Paramount Pictures
95,Hell or High Water,"$27,007,844 ","1,505","$621,329 ",2.30%,32,12-Aug,17-Nov,Lionsgate
96,The Forest,"$26,594,261 ","2,509","$12,741,176 ",47.90%,"2,451",8-Jan,17-Mar,Focus Features
97,Ben-Hur,"$26,410,477 ","3,084","$11,203,815 ",42.40%,"3,084",19-Aug,6-Oct,Paramount Pictures
98,The Witch,"$25,138,705 ","2,204","$8,800,230 ",35%,"2,046",19-Feb,26-May,A24
99,Bridget Jones's Baby,"$24,252,420 ","2,930","$8,571,785 ",35.30%,"2,927",16-Sep,15-Dec,Universal Pictures
100,Kevin Hart: What Now?,"$23,591,043 ","2,567","$11,767,210 ",49.90%,"2,567",14-Oct,15-Dec,Universal Pictures
101,Whiskey Tango Foxtrot,"$23,083,334 ","2,413","$7,450,275 ",32.30%,"2,374",4-Mar,28-Apr,Paramount Pictures
102,Snowden,"$21,587,519 ","2,443","$8,000,058 ",37.10%,"2,443",16-Sep,17-Nov,Open Road Films (II)
103,Mechanic: Resurrection,"$21,218,403 ","2,258","$7,456,525 ",35.10%,"2,258",26-Aug,27-Oct,Lionsgate
104,Free State of Jones,"$20,810,036 ","2,815","$7,572,206 ",36.40%,"2,815",24-Jun,28-Jul,STX Entertainment
105,Blair Witch,"$20,777,061 ","3,121","$9,576,057 ",46.10%,"3,121",16-Sep,27-Oct,Lionsgate
106,God's Not Dead 2,"$20,774,575 ","2,419","$7,623,662 ",36.70%,"2,419",1-Apr,21-Jul,Pure Flix Entertainment
107,Keanu,"$20,591,853 ","2,681","$9,453,224 ",45.90%,"2,658",29-Apr,30-Jun,Warner Bros.
108,Middle School: The Worst Years of My Life,"$20,007,149 ","2,822","$6,878,437 ",34.40%,"2,822",7-Oct,1-Dec,Lionsgate
109,Nine Lives,"$19,700,032 ","2,264","$6,249,915 ",31.70%,"2,264",5-Aug,27-Oct,EuropaCorp
110,Race,"$19,206,207 ","2,387","$7,353,922 ",38.30%,"2,369",19-Feb,21-Apr,Focus Features
111,The Choice,"$18,730,891 ","2,631","$6,050,443 ",32.30%,"2,631",5-Feb,31-Mar,Lionsgate
112,Eye in the Sky,"$18,704,595 ","1,089","$113,803 ",0.60%,5,11-Mar,21-Jul,Bleecker Street Media
113,Bad Santa 2,"$17,782,178 ","2,945","$6,176,680 ",34.70%,"2,920",23-Nov,26-Jan,Broad Green Pictures
114,Masterminds,"$17,368,022 ","3,042","$6,541,205 ",37.70%,"3,042",30-Sep,10-Nov,Relativity Media
115,Norm of the North,"$17,062,499 ","2,411","$6,844,137 ",40.10%,"2,411",15-Jan,17-Mar,Lionsgate
116,The Birth of a Nation,"$15,861,566 ","2,105","$7,004,254 ",44.20%,"2,105",7-Oct,8-Dec,-
117,Eddie the Eagle,"$15,789,389 ","2,044","$6,084,682 ",38.50%,"2,042",26-Feb,26-May,Twentieth Century Fox
118,A Beautiful Planet,"$15,650,615 ",155,"$223,983 ",1.40%,137,29-Apr,-,IMAX
119,The Infiltrator,"$15,436,808 ","1,601","$5,303,775 ",34.40%,"1,601",13-Jul,6-Oct,Broad Green Pictures
120,Keeping Up with the Joneses,"$14,904,426 ","3,022","$5,461,475 ",36.60%,"3,022",21-Oct,29-Dec,Twentieth Century Fox
121,Criminal,"$14,708,696 ","2,683","$5,767,278 ",39.20%,"2,683",15-Apr,26-May,Lionsgate
122,"Hello, My Name Is Doris","$14,444,999 ",979,"$84,986 ",0.60%,4,11-Mar,28-Jul,Roadside Attractions
123,The Edge of Seventeen,"$14,431,633 ","1,945","$4,754,215 ",32.90%,"1,945",18-Nov,5-Jan,STX Entertainment
124,Love & Friendship,"$14,016,568 ",826,"$133,513 ",1%,4,13-May,22-Sep,Roadside Attractions
125,Jackie,"$13,960,394 ",508,"$278,715 ",2%,5,2-Dec,20-Apr,-
126,Hillary's America: The Secret History of the Democratic Party,"$13,099,931 ","1,217","$74,814 ",0.60%,3,15-Jul,13-Oct,-
127,Triple 9,"$12,639,297 ","2,205","$6,109,085 ",48.30%,"2,205",26-Feb,14-Apr,Open Road Films (II)
128,The Light Between Oceans,"$12,545,979 ","1,500","$4,765,838 ",38%,"1,500",2-Sep,3-Nov,Walt Disney Studios Motion Pictures
129,Dangal,"$12,391,761 ",338,"$3,248,481 ",26.20%,331,21-Dec,9-Feb,UTV Motion Pictures
130,Fifty Shades of Black,"$11,686,940 ","2,075","$5,900,528 ",50.50%,"2,075",29-Jan,25-Mar,Open Road Films (II)
131,No Manches Frida,"$11,528,613 ",465,"$3,676,235 ",31.90%,362,2-Sep,3-Nov,Pantelion Films
132,Café Society,"$11,103,205 ",631,"$359,289 ",3.20%,5,15-Jul,6-Oct,Lionsgate
133,Pride and Prejudice and Zombies,"$10,938,134 ","2,931","$5,324,240 ",48.70%,"2,931",5-Feb,3-Mar,Screen Gems
134,The Darkness,"$10,753,574 ","1,769","$4,950,859 ",46%,"1,755",13-May,30-Jun,BH Tilt
135,Nocturnal Animals,"$10,663,357 ","1,262","$492,648 ",4.60%,37,18-Nov,26-Jan,Focus Features
136,Live by Night,"$10,378,555 ","2,822","$33,336 ",0.30%,4,25-Dec,9-Mar,Warner Bros.
137,The Perfect Match,"$9,669,521 ",925,"$4,294,232 ",44.40%,925,11-Mar,28-Apr,Lionsgate
138,Popstar: Never Stop Never Stopping,"$9,639,125 ","2,313","$4,698,715 ",48.70%,"2,311",3-Jun,28-Jul,Universal Pictures
139,Hardcore Henry,"$9,252,038 ","3,015","$5,107,604 ",55.20%,"3,015",8-Apr,12-May,STX Entertainment
140,Meet the Blacks,"$9,097,072 ","1,015","$4,055,940 ",44.60%,"1,015",1-Apr,21-Jun,Freestyle Releasing
141,Queen of Katwe,"$8,874,389 ","1,259","$304,933 ",3.40%,52,23-Sep,5-Jan,Walt Disney Studios Motion Pictures
142,Ratchet & Clank,"$8,821,329 ","2,895","$4,869,278 ",55.20%,"2,891",29-Apr,2-Jun,Focus Features
143,The Lobster,"$8,700,374 ",560,"$190,252 ",2.20%,4,13-May,29-Sep,A24
,2016 Re-release,,,,,,,,
144,The Wild Life,"$8,005,586 ","2,493","$3,342,696 ",41.80%,"2,493",9-Sep,13-Oct,Lionsgate
145,Loving,"$7,751,969 ",572,"$159,615 ",2.10%,4,4-Nov,2-Feb,Focus Features
146,Silence,"$7,100,177 ","1,580","$130,880 ",1.80%,4,23-Dec,23-Feb,Paramount Pictures
147,Shut In,"$6,900,335 ","2,058","$3,613,567 ",52.40%,"2,058",11-Nov,2-Jan,EuropaCorp
148,The Brothers Grimsby,"$6,874,837 ","2,235","$3,258,327 ",47.40%,"2,235",11-Mar,14-Apr,Sony Pictures Releasing
149,The Young Messiah,"$6,490,401 ","1,769","$3,294,876 ",50.80%,"1,761",11-Mar,21-Apr,Focus Features
150,Southside with You,"$6,304,223 ",897,"$2,868,403 ",45.50%,813,26-Aug,3-Nov,Roadside Attractions
151,Sultan,"$6,200,000 ",283,"$2,371,100 ",38.20%,282,6-Jul,21-Jul,Yash Raj Films
152,Captain Fantastic,"$5,879,835 ",550,"$93,824 ",1.60%,4,8-Jul,27-Oct,Bleecker Street Media
153,20th Century Women,"$5,664,764 ",650,"$111,200 ",2%,4,28-Dec,4-May,A24
154,Hunt for the Wilderpeople,"$5,205,468 ",200,"$78,439 ",1.50%,5,24-Jun,3-Nov,The Orchard
155,Bleed for This,"$5,083,906 ","1,549","$2,366,810 ",46.60%,"1,549",18-Nov,15-Dec,Open Road Films (II)
156,Incarnate,"$4,799,774 ","1,737","$2,534,884 ",52.80%,"1,737",2-Dec,29-Dec,BH Tilt
157,Absolutely Fabulous: The Movie,"$4,772,155 ",355,"$1,861,118 ",39%,313,22-Jul,29-Sep,-
158,Hands of Stone,"$4,712,792 ","2,011","$1,751,388 ",37.20%,810,26-Aug,13-Oct,The Weinstein Company
159,Don't Think Twice,"$4,417,667 ",175,"$92,835 ",2.10%,1,22-Jul,-,The Film Arcade
160,The Meddler,"$4,267,218 ",464,"$57,022 ",1.30%,4,22-Apr,25-Aug,Sony Pictures Classics
,2016 Re-release,,,,,,,,
161,Ae Dil Hai Mushkil,"$4,264,983 ",302,"$2,190,042 ",51.30%,302,28-Oct,24-Nov,FIP
162,A Hologram for the King,"$4,212,494 ",523,"$1,138,578 ",27%,401,22-Apr,7-Jul,Roadside Attractions
163,Swiss Army Man,"$4,210,454 ",636,"$105,453 ",2.50%,3,24-Jun,29-Sep,A24
164,Denial,"$4,073,489 ",648,"$93,728 ",2.30%,5,30-Sep,19-Dec,Bleecker Street Media
165,Morgan,"$3,915,251 ","2,020","$2,012,709 ",51.40%,"2,020",2-Sep,6-Oct,Twentieth Century Fox
166,Kabali,"$3,903,095 ",236,"$2,157,621 ",-,236,21-Jul,-,-
167,The Man Who Knew Infinity,"$3,866,794 ",288,"$80,325 ",2.10%,6,29-Apr,4-Aug,IFC Films
168,Where to Invade Next,"$3,827,261 ",308,"$897,034 ",23.40%,308,12-Feb,28-Apr,Drafthouse Films
169,Max Steel,"$3,818,664 ","2,034","$2,182,216 ",57.10%,"2,034",14-Oct,3-Nov,Open Road Films (II)
170,Batman: The Killing Joke,"$3,775,000 ","1,325",-,-,-,25-Jul,26-Jul,Fathom Events
171,A Monster Calls,"$3,740,823 ","1,523","$30,909 ",0.80%,4,23-Dec,26-Jan,Focus Features
172,Midnight Special,"$3,712,282 ",521,"$190,012 ",5.10%,5,18-Mar,26-May,Warner Bros.
173,Rules Don't Apply,"$3,652,206 ","2,386","$1,589,625 ",43.50%,"2,382",23-Nov,22-Dec,Twentieth Century Fox
174,Miss Sloane,"$3,500,605 ","1,648","$59,797 ",1.70%,3,25-Nov,2-Jan,EuropaCorp
175,A Man Called Ove,"$3,479,315 ",194,"$54,608 ",1.60%,9,30-Sep,23-Feb,Music Box Films
176,Indignation,"$3,401,155 ",317,"$93,125 ",2.70%,4,29-Jul,3-Nov,Roadside Attractions
177,Everybody Wants Some!!,"$3,400,278 ",454,"$312,355 ",9.20%,19,30-Mar,19-May,Paramount Pictures
178,Maggie's Plan,"$3,351,735 ",335,"$63,308 ",1.90%,5,20-May,29-Sep,Sony Pictures Classics
179,Sing Street,"$3,237,118 ",525,"$63,573 ",2%,5,15-Apr,28-Jul,The Weinstein Company
180,The Mermaid,"$3,232,685 ",106,"$985,052 ",30.50%,35,19-Feb,7-Apr,Sony Pictures Releasing
181,Green Room,"$3,220,371 ",777,"$87,984 ",2.70%,3,15-Apr,14-Jul,A24
182,The Eagle Huntress,"$3,169,351 ",122,"$52,574 ",1.70%,4,2-Nov,18-May,Sony Pictures Classics
183,Our Kind of Traitor,"$3,153,157 ",399,"$984,698 ",31.20%,373,1-Jul,15-Sep,Roadside Attractions
184,Compadres,"$3,127,773 ",368,"$1,397,434 ",44.70%,368,22-Apr,26-May,Pantelion Films
185,The Other Side of the Door,"$3,000,342 ",585,"$1,211,210 ",40.40%,546,4-Mar,14-Apr,Twentieth Century Fox
186,Anthropoid,"$2,964,845 ",452,"$1,233,519 ",41.60%,452,12-Aug,22-Sep,Bleecker Street Media
187,The Beatles: Eight Days a Week - The Touring Years,"$2,930,414 ",155,"$785,336 ",26.80%,85,15-Sep,8-Jan,Abramorama
188,The Oscar Nominated Short Films 2016: Live Action,"$2,816,816 ",260,"$559,502 ",19.90%,123,29-Jan,24-Mar,Shorts International
189,Ip Man 3,"$2,679,437 ",115,"$784,839 ",29.30%,103,22-Jan,28-Feb,Well Go USA Entertainment
190,Miles Ahead,"$2,610,896 ",527,"$114,530 ",4.40%,4,1-Apr,28-Jul,Sony Pictures Classics
191,Kapoor & Sons,"$2,607,036 ",153,"$986,992 ",37.90%,143,18-Mar,14-Apr,FIP
192,The Disappointments Room,"$2,423,468 ","1,554","$1,402,823 ",57.90%,"1,554",9-Sep,27-Oct,Relativity Media
193,Hillsong: Let Hope Rise,"$2,394,386 ",816,"$1,357,243 ",56.70%,816,16-Sep,23-Oct,Pure Flix Entertainment
194,Dear Zindagi,"$2,376,479 ",156,"$977,862 ",41.10%,153,23-Nov,15-Dec,Reliance Big Pictures
195,Elle,"$2,341,534 ",209,"$50,934 ",2.20%,2,11-Nov,13-Apr,Sony Pictures Classics
196,A Aa,"$2,313,043 ",115,"$1,213,057 ",52.40%,115,1-Jun,16-Jun,Blue Sky Cinema
197,Fan,"$2,300,000 ",307,"$1,382,871 ",60.10%,307,15-Apr,21-Apr,Yash Raj Films
198,Paterson,"$2,152,738 ",70,"$69,335 ",3.20%,4,28-Dec,13-Apr,Bleecker Street Media
199,Train to Busan,"$2,129,768 ",36,"$284,776 ",13.40%,27,22-Jul,-,Well Go USA Entertainment
200,I'm Not Ashamed,"$2,082,980 ",516,"$927,161 ",44.50%,505,21-Oct,1-Dec,Pure Flix Entertainment
