Rank,Release,Gross,Max Th,Opening,% of Total,Open Th,Open,Close,Distributor
52,The Boy and the Heron,"$46,832,867 ","2,325","$13,011,722 ",27.80%,"2,205",8-Dec,-,GKIDS
53,Gran Turismo,"$44,428,554 ","3,856","$17,410,552 ",39.20%,"3,856",25-Aug,19-Oct,Sony Pictures Releasing
54,The Boogeyman,"$43,244,282 ","3,205","$12,356,486 ",28.60%,"3,205",2-Jun,27-Jul,Walt Disney Studios Motion Pictures
55,A Haunting in Venice,"$42,471,412 ","3,305","$14,279,529 ",33.60%,"3,305",15-Sep,-,Walt Disney Studios Motion Pictures
56,The Creator,"$40,774,679 ","3,680","$14,079,512 ",34.50%,"3,680",29-Sep,-,Walt Disney Studios Motion Pictures
57,80 for Brady,"$39,330,588 ","3,939","$12,701,640 ",32.30%,"3,912",3-Feb,-,Paramount Pictures
58,Knock at the Cabin,"$35,397,980 ","3,657","$14,127,170 ",39.90%,"3,643",3-Feb,16-Mar,Universal Pictures
59,The Iron Claw,"$35,070,296 ","2,794","$4,868,370 ",13.90%,"2,774",22-Dec,-,A24
60,Poor Things,"$34,553,225 ","2,300","$661,230 ",1.90%,9,8-Dec,-,Searchlight Pictures
61,Renaissance: A Film by Beyoncé,"$33,889,684 ","2,542","$21,801,216 ",64.30%,"2,539",1-Dec,-,-
62,Missing,"$32,502,025 ","3,025","$9,154,695 ",28.20%,"3,025",20-Jan,-,Sony Pictures Releasing
63,Plane,"$32,111,181 ","3,060","$10,265,326 ",32%,"3,023",13-Jan,2-Mar,Lionsgate
64,65,"$32,062,904 ","3,405","$12,328,361 ",38.50%,"3,405",10-Mar,-,Sony Pictures Releasing
65,Thanksgiving,"$31,908,884 ","3,204","$10,306,272 ",32.30%,"3,204",17-Nov,-,TriStar Pictures
66,My Big Fat Greek Wedding 3,"$28,496,030 ","3,678","$10,028,675 ",35.20%,"3,650",8-Sep,-,Focus Features
67,Asteroid City,"$28,153,025 ","1,901","$853,382 ",3%,6,16-Jun,7-Sep,Focus Features
68,Magic Mike's Last Dance,"$26,005,156 ","3,034","$8,305,317 ",31.90%,"1,496",10-Feb,-,Warner Bros.
69,Strays,"$23,988,885 ","3,232","$8,247,810 ",34.40%,"3,223",18-Aug,28-Sep,Universal Pictures
70,American Fiction,"$21,098,470 ","1,902","$224,469 ",1.10%,7,15-Dec,-,Metro-Goldwyn-Mayer (MGM)
71,Priscilla,"$20,960,939 ","2,361","$132,139 ",0.60%,4,27-Oct,-,A24
72,"Are You There God? It's Me, Margaret.","$20,372,406 ","3,343","$6,739,037 ",33.10%,"3,343",28-Apr,15-Jun,Lionsgate
73,The Holdovers,"$20,355,375 ","1,601","$211,093 ",1%,6,27-Oct,-,Focus Features
74,The Pope's Exorcist,"$20,009,380 ","3,178","$9,006,368 ",45%,"3,178",14-Apr,-,Screen Gems
75,Ferrari,"$18,550,028 ","2,386","$3,921,773 ",21.10%,"2,386",25-Dec,-,Neon
76,The Blackening,"$17,707,207 ","1,775","$6,013,131 ",34%,"1,775",16-Jun,27-Jul,Lionsgate
77,Book Club: The Next Chapter,"$17,581,565 ","3,513","$6,677,580 ",38%,"3,508",12-May,22-Jun,Focus Features
78,Pathaan,"$17,487,476 ",697,"$6,892,182 ",39.40%,695,25-Jan,-,Yash Raj Films USA Inc.
79,Renfield,"$17,297,895 ","3,378","$8,026,475 ",46.40%,"3,375",14-Apr,18-May,Universal Pictures
80,The Blind,"$17,265,487 ","1,715","$4,341,725 ",25.10%,"1,715",28-Sep,-,Fathom Events
81,Guy Ritchie's the Covenant,"$16,938,039 ","2,631","$6,380,188 ",37.70%,"2,611",21-Apr,-,Metro-Goldwyn-Mayer (MGM)
82,The Expendables 4,"$16,710,153 ","3,518","$8,039,021 ",48.10%,"3,518",22-Sep,-,Lionsgate
83,Champions,"$16,397,335 ","3,039","$5,148,740 ",31.40%,"3,030",10-Mar,-,Focus Features
84,Ruby Gillman: Teenage Kraken,"$15,753,600 ","3,408","$5,500,990 ",34.90%,"3,400",30-Jun,17-Aug,DreamWorks
85,Jawan,"$15,198,530 ",826,"$6,124,963 ",40.30%,826,7-Sep,-,Yash Raj Films USA Inc.
86,Titanic,"$15,033,795 ","2,464","$6,714,684 ",44.70%,"2,464",10-Feb,9-Mar,Paramount Pictures
,25 Year Anniversary,,,,,,,,
87,Animal,"$15,004,482 ",698,"$6,524,534 ",43.50%,698,1-Dec,-,-
88,Dumb Money,"$13,925,356 ","2,837","$220,947 ",1.60%,8,15-Sep,-,Sony Pictures Releasing
89,The Last Voyage of the Demeter,"$13,637,180 ","2,715","$6,504,950 ",47.70%,"2,715",11-Aug,7-Sep,Universal Pictures
90,Joy Ride,"$12,897,789 ","2,820","$5,806,277 ",45%,"2,820",7-Jul,-,Lionsgate
91,His Only Son,"$12,392,740 ","1,930","$5,501,070 ",44.40%,"1,920",31-Mar,-,Angel Studios
92,The Shift,"$12,118,219 ","2,450","$4,300,165 ",35.50%,"2,450",1-Dec,-,Angel Studios
93,About My Father,"$12,089,391 ","2,464","$4,321,148 ",35.70%,"2,464",26-May,13-Jul,Lionsgate
94,Bottoms,"$12,036,071 ","1,265","$461,052 ",3.80%,10,25-Aug,19-Oct,Orion Pictures
95,After Death,"$11,478,326 ","2,730","$5,051,950 ",44%,"2,645",27-Oct,-,Angel Studios
96,Saltburn,"$11,425,829 ","1,566","$322,651 ",2.80%,7,17-Nov,-,Warner Bros.
97,Past Lives,"$11,185,625 ",906,"$232,266 ",2.10%,4,2-Jun,-,A24
98,Suzume,"$10,932,037 ","2,170","$5,001,705 ",45.80%,"2,170",14-Apr,-,Crunchyroll
99,The Machine,"$10,458,331 ","2,409","$5,000,545 ",47.80%,"2,409",26-May,-,Sony Pictures Releasing
100,The Nightmare Before Christmas,"$10,251,956 ","2,185","$4,292,207 ",41.90%,"1,650",20-Oct,-,Walt Disney Studios Motion Pictures
,30th Anniversary Re-Release,,,,,,,,
101,Demon Slayer: Kimetsu No Yaiba - To the Swordsmith Village,"$10,117,806 ","1,774","$10,117,806 ",-,"1,774",3-Mar,-,Crunchyroll
102,House Party,"$9,002,247 ","1,400","$3,985,882 ",44.30%,"1,400",13-Jan,-,Warner Bros.
103,Salaar,"$8,929,282 ",802,"$5,618,511 ",62.90%,802,22-Dec,-,-
104,Radical,"$8,702,731 ",534,"$2,658,047 ",30.50%,419,3-Nov,-,Pantelion Films
105,The Zone of Interest,"$8,659,464 ",598,-,-,-,8-Dec,-,A24
106,Beau Is Afraid,"$8,176,562 ","2,125","$320,396 ",3.90%,4,14-Apr,-,A24
107,BTS: Yet to Come in Cinemas,"$8,093,270 ","1,210","$8,022,774 ",99.10%,"1,210",1-Feb,-,Trafalgar Releasing
108,Silent Night,"$8,012,103 ","1,873","$3,010,207 ",37.60%,"1,870",1-Dec,-,Lionsgate
109,The Hill,"$7,665,865 ","1,703","$2,301,931 ",30%,"1,570",25-Aug,-,Briarcliff Entertainment
110,Dunki,"$7,460,159 ",650,"$2,714,469 ",36.40%,551,21-Dec,-,Yash Raj Films USA Inc.
111,Sisu,"$7,265,622 ","1,006","$3,330,891 ",45.80%,"1,006",28-Apr,-,Lionsgate
112,Star Wars: Episode VI - Return of the Jedi,"$7,259,924 ",475,"$5,100,654 ",70.30%,475,28-Apr,-,-
,2023 Re-release,,,,,,,,
113,Coraline,"$7,149,366 ","1,469",-,-,-,14-Aug,-,-
,2023 Re-release (remastered),,,,,,,,
114,Retribution,"$6,937,696 ","1,750","$3,518,830 ",50.70%,"1,750",25-Aug,-,Roadside Attractions
115,Journey to Bethlehem,"$6,820,796 ","2,002","$2,400,446 ",35.20%,"2,002",10-Nov,-,Affirm Films
116,Next Goal Wins,"$6,713,826 ","2,240","$2,500,295 ",37.20%,"2,240",17-Nov,22-Dec,Searchlight Pictures
117,Operation Fortune: Ruse de Guerre,"$6,496,125 ","2,168","$3,140,214 ",48.30%,"2,168",3-Mar,23-Mar,Lionsgate
118,Love Again,"$6,230,837 ","2,703","$2,380,962 ",38.20%,"2,703",5-May,-,Screen Gems
119,Dream Scenario,"$5,742,193 ","1,578","$220,035 ",3.80%,6,10-Nov,-,A24
120,The Chosen Season 3 Finale,"$5,525,069 ","1,979","$3,623,742 ",65.60%,"1,979",2-Feb,-,Fathom Events
121,Nefarious,"$5,433,685 ",933,"$1,316,266 ",24.20%,933,14-Apr,-,-
122,Big George Foreman,"$5,426,772 ","3,054","$2,925,364 ",53.90%,"3,054",28-Apr,-,Sony Pictures Releasing
123,Waitress: The Musical,"$5,402,148 ","1,214","$2,847,421 ",52.70%,"1,214",7-Dec,-,Bleecker Street Media
124,Tiger 3,"$5,365,263 ",779,"$1,913,046 ",35.70%,779,11-Nov,-,Yash Raj Films USA Inc.
125,Freelance,"$5,314,136 ","2,057","$2,086,000 ",39.30%,"2,057",27-Oct,-,Relativity Media
126,Stop Making Sense,"$5,211,310 ",786,"$856,797 ",16.40%,264,22-Sep,-,-
,2023 Re-release,,,,,,,,
127,Infinity Pool,"$5,078,400 ","1,835","$2,514,364 ",49.50%,"1,835",27-Jan,-,Neon
128,Anatomy of a Fall,"$5,076,369 ",583,"$117,848 ",2.30%,5,13-Oct,-,Neon
129,The Wandering Earth II,"$5,023,132 ",172,-,-,-,22-Jan,-,Well Go USA Entertainment
130,Hocus Pocus,"$4,929,004 ","1,430","$1,609,874 ",32.70%,"1,430",6-Oct,-,Walt Disney Studios Motion Pictures
,30th Anniversary re-release,,,,,,,,
131,You Hurt My Feelings,"$4,830,788 ",912,"$1,396,448 ",28.90%,912,26-May,-,A24
132,Kandahar,"$4,813,132 ","2,105","$2,325,388 ",48.30%,"2,105",26-May,-,Open Road Films (II)
133,Golda,"$4,801,781 ",883,"$1,695,959 ",35.30%,883,25-Aug,-,Bleecker Street Media
134,Origin,"$4,689,830 ",664,"$117,063 ",2.50%,2,8-Dec,19-Jan,Neon
135,It Lives Inside,"$4,675,092 ","2,005","$2,607,665 ",55.80%,"2,005",22-Sep,-,Neon
136,Hypnotic,"$4,500,169 ","2,118","$2,401,686 ",53.40%,"2,118",12-May,-,Ketchup Entertainment
137,Marlowe,"$4,350,243 ","2,281","$1,814,094 ",41.70%,"2,281",15-Feb,-,Open Road Films (II)
138,The Amazing Maurice,"$4,303,645 ","1,717","$1,463,195 ",34%,"1,712",3-Feb,-,Viva Pictures
139,Mummies,"$4,275,970 ",384,"$422,183 ",9.90%,225,24-Feb,-,Warner Bros.
140,All of Us Strangers,"$4,050,103 ",295,"$117,965 ",2.90%,4,22-Dec,-,Searchlight Pictures
141,Theater Camp,"$4,009,945 ",555,"$301,220 ",7.50%,6,14-Jul,28-Sep,Searchlight Pictures
142,Ponniyin Selvan: Part Two,"$3,813,000 ",-,"$3,813,000 ",-,600,28-Apr,-,-
143,Left Behind: Rise of the Antichrist,"$3,649,422 ","1,407","$2,553,152 ",70%,"1,407",26-Jan,-,Fathom Events
144,The Journey: A Music Special from Andrea Bocelli,"$3,574,915 ","1,074","$1,201,091 ",33.60%,"1,074",2-Apr,-,Fathom Events
145,Chevalier,"$3,541,159 ","1,281","$1,521,288 ",43%,"1,275",21-Apr,15-Jun,Walt Disney Studios Motion Pictures
146,Mafia Mamma,"$3,496,761 ","2,002","$2,032,202 ",58.10%,"2,002",14-Apr,-,Bleecker Street Media
147,A Thousand and One,"$3,400,020 ",926,"$1,795,695 ",52.80%,926,31-Mar,-,Focus Features
148,What Happens Later,"$3,273,895 ","1,492","$1,522,750 ",46.50%,"1,492",3-Nov,-,Bleecker Street Media
149,2023 Oscar Nominated Short Films: Live Action,"$3,025,631 ",357,"$734,124 ",24.30%,357,17-Feb,-,ShortsTV
150,Jurassic Park,"$2,970,355 ","1,224","$1,702,955 ",57.30%,"1,224",25-Aug,7-Sep,Universal Pictures
,2023 Re-release (30th Anniversary),,,,,,,,
151,Tu Jhoothi Main Makkaar,"$2,503,604 ",400,"$959,688 ",38.30%,400,8-Mar,-,Yash Raj Films USA Inc.
152,Problemista,"$2,503,154 ",379,-,-,-,1-Mar,-,A24
153,Come Out in Jesus Name,"$2,500,574 ","1,047",-,-,-,13-Mar,-,Fathom Events
154,The Miracle Club,"$2,402,780 ",677,"$664,607 ",27.70%,677,14-Jul,-,Sony Pictures Releasing
155,A Good Person,"$2,210,465 ",687,"$832,007 ",37.60%,530,24-Mar,20-Apr,United Artists Releasing
156,Moving On,"$2,136,832 ",794,"$821,961 ",38.50%,794,17-Mar,-,Roadside Attractions
157,Fear,"$2,090,261 ",974,"$1,227,545 ",58.70%,974,27-Jan,-,Hidden Empire Film Group (HEFG)
158,Winnie-the-Pooh: Blood and Honey,"$2,082,898 ","1,652","$652,482 ",31.30%,445,15-Feb,-,Fathom Events
159,Skinamarink,"$2,052,272 ",809,"$818,943 ",39.90%,692,13-Jan,-,IFC Films
160,Die Hard,"$2,048,453 ","1,355","$934,421 ",45.60%,"1,355",8-Dec,22-Dec,Twenty First Century Entertainment
,2023 Re-release,,,,,,,,
161,Jules,"$1,924,922 ",780,"$839,622 ",43.60%,780,11-Aug,-,Bleecker Street Media
162,Somewhere in Queens,"$1,802,442 ",602,"$671,280 ",37.20%,602,21-Apr,-,Roadside Attractions
163,The Marsh King's Daughter,"$1,792,905 ","1,055","$849,006 ",47.40%,"1,055",3-Nov,-,Lionsgate
164,Oldboy,"$1,750,719 ",250,"$493,386 ",28.20%,250,16-Aug,-,Neon
,2023 Re-release,,,,,,,,
165,Lost in the Stars,"$1,721,446 ",-,"$806,815 ",46.90%,-,7-Jul,-,CMC Pictures
166,Creation of the Gods I: Kingdom of Storms,"$1,706,355 ",115,"$931,140 ",54.60%,115,22-Sep,-,Well Go USA Entertainment
167,The Retirement Plan,"$1,607,344 ",-,"$757,293 ",47.10%,-,15-Sep,-,-
168,Route 60: The Biblical Highway,"$1,606,339 ","1,006",-,-,-,18-Sep,-,Fathom Events
169,Polite Society,"$1,595,585 ",927,"$817,740 ",51.30%,927,28-Apr,18-May,Focus Features
170,That Time I Got Reincarnated as a Slime the Movie: Scarlet Bond,"$1,588,491 ","1,473","$1,588,491 ",100%,"1,473",20-Jan,-,Crunchyroll
171,The Quiet Girl,"$1,500,014 ",244,"$59,149 ",3.90%,6,24-Feb,-,Neon
172,BlackBerry,"$1,476,597 ",449,"$492,145 ",33.30%,449,12-May,-,IFC Films
173,Spirited Away,"$1,455,081 ","1,046","$700,271 ",48.10%,"1,046",23-Apr,-,Fathom Events
,2023 Re-release (Live on Stage),,,,,,,,
174,Dicks: The Musical,"$1,453,012 ",635,"$201,951 ",13.90%,7,6-Oct,-,A24
175,Eileen,"$1,435,007 ",558,"$93,290 ",6.50%,6,1-Dec,-,Neon
176,Maybe I Do,"$1,293,722 ",465,"$546,060 ",42.20%,465,27-Jan,-,Vertical Entertainment
177,The First Slam Dunk,"$1,291,869 ",581,"$662,211 ",51.30%,581,28-Jul,-,GKIDS
178,Billie Eilish Live at the O2,"$1,290,000 ",600,"$1,290,000 ",-,600,27-Jan,-,Trafalgar Releasing
179,The Lost King,"$1,188,032 ",753,"$516,462 ",43.50%,753,24-Mar,-,IFC Films
180,The Lord of the Rings: The Return of the King,"$1,176,085 ","1,107",-,-,-,13-Apr,-,Fathom Events
,2023 Re-release (20th Anniversary),,,,,,,,
181,Camp Hideout,"$1,125,010 ",848,"$489,439 ",43.50%,848,15-Sep,-,Roadside Attractions
182,Close,"$1,100,113 ",233,"$61,376 ",5.60%,4,27-Jan,-,A24
183,Emily,"$1,097,067 ",579,"$40,287 ",3.70%,5,17-Feb,-,Bleecker Street Media
184,Knights of the Zodiac,"$1,090,155 ",588,"$557,533 ",51.10%,588,12-May,-,-
185,Fallen Leaves,"$954,307 ",68,"$48,803 ",5.10%,2,17-Nov,-,MUBI
186,Inside,"$918,415 ",357,"$510,110 ",55.50%,357,17-Mar,-,Focus Features
187,The Roundup: No Way Out,"$909,411 ",41,"$192,568 ",21.20%,41,2-Jun,-,Capelight Pictures
188,Freud's Last Session,"$906,283 ",634,"$45,590 ",-,5,22-Dec,-,Sony Pictures Releasing
189,Fool's Paradise,"$855,173 ",794,"$464,259 ",54.30%,794,12-May,-,Roadside Attractions
190,The Domino Revival,"$851,398 ","1,020",-,-,-,24-Oct,-,Fathom Events
191,It's a Wonderful Knife,"$811,818 ",923,"$598,826 ",73.80%,923,10-Nov,-,-
192,Paint,"$811,739 ",819,"$570,512 ",70.30%,819,7-Apr,-,IFC Films
193,Hidden Blade,"$803,189 ",62,"$296,337 ",36.90%,62,17-Feb,-,Well Go USA Entertainment
194,Return to Seoul,"$798,774 ",103,"$27,315 ",3.40%,2,17-Feb,-,Sony Pictures Classics
195,The Royal Hotel,"$780,263 ",273,"$331,010 ",42.40%,267,6-Oct,-,Neon
196,The Devil Conspiracy,"$765,218 ",925,"$439,759 ",57.50%,925,13-Jan,-,-
197,Roll with It,"$757,981 ",725,"$220,505 ",29.10%,508,9-May,-,Fathom Events
198,Showing Up,"$754,483 ",115,"$63,418 ",8.40%,4,7-Apr,-,A24
199,How to Blow Up a Pipeline,"$750,010 ",530,"$115,453 ",15.40%,12,7-Apr,-,Neon
200,Rally Road Racers,"$744,169 ","1,228","$419,717 ",56.40%,"1,228",12-May,-,Viva Pictures
