Rank,Release,Gross,Max Th,Opening,% of Total,Open Th,Open,Close,Distributor
31,Gnomeo & Juliet,"$99,967,670 ","3,037","$25,356,909 ",25.40%,"2,994",11-Feb,23-Jun,Walt Disney Studios Motion Pictures
32,The Green Hornet,"$98,780,042 ","3,584","$33,526,876 ",33.90%,"3,584",14-Jan,21-Apr,Sony Pictures Releasing
33,The Lion King,"$94,242,001 ","2,340","$30,151,614 ",32%,"2,330",16-Sep,12-Jan,Walt Disney Studios Motion Pictures
,2011 3D Release,,,,,,,,
34,The Muppets,"$88,631,237 ","3,440","$29,239,026 ",33%,"3,440",23-Nov,5-Apr,Walt Disney Studios Motion Pictures
35,Real Steel,"$85,468,508 ","3,440","$27,319,677 ",32%,"3,440",7-Oct,16-Feb,Walt Disney Studios Motion Pictures
36,"Crazy, Stupid, Love.","$84,351,197 ","3,020","$19,104,303 ",22.60%,"3,020",29-Jul,24-Nov,Warner Bros.
37,Battle Los Angeles,"$83,552,429 ","3,417","$35,573,187 ",42.60%,"3,417",11-Mar,2-Jun,Sony Pictures Releasing
38,Immortals,"$83,504,017 ","3,120","$32,206,425 ",38.60%,"3,112",11-Nov,23-Feb,Relativity Media
39,The Descendants,"$82,584,160 ","2,038","$1,190,096 ",1.40%,29,16-Nov,19-Apr,-
40,Zookeeper,"$80,360,843 ","3,482","$20,065,617 ",25%,"3,482",8-Jul,27-Oct,Sony Pictures Releasing
41,War Horse,"$79,884,879 ","2,856","$7,515,402 ",9.40%,"2,376",25-Dec,3-May,Walt Disney Studios Motion Pictures
42,Limitless,"$79,249,455 ","2,838","$18,907,302 ",23.90%,"2,756",18-Mar,7-Jul,Relativity Media
43,Tower Heist,"$78,046,570 ","3,370","$24,025,190 ",30.80%,"3,367",4-Nov,2-Feb,Universal Pictures
44,The Adventures of Tintin,"$77,591,831 ","3,087","$9,720,993 ",12.50%,"3,087",21-Dec,22-Mar,Paramount Pictures
45,Contagion,"$75,658,097 ","3,222","$22,403,596 ",29.60%,"3,222",9-Sep,15-Dec,Warner Bros.
46,We Bought a Zoo,"$75,624,550 ","3,170","$9,360,434 ",12.40%,"3,117",23-Dec,17-May,Twentieth Century Fox
47,Moneyball,"$75,605,492 ","3,018","$19,501,302 ",25.80%,"2,993",23-Sep,2-Feb,Sony Pictures Releasing
48,Jack and Jill,"$74,158,157 ","3,438","$25,003,575 ",33.70%,"3,438",11-Nov,26-Feb,Sony Pictures Releasing
49,Hugo,"$73,864,507 ","2,608","$11,364,505 ",15.40%,"1,277",23-Nov,12-Apr,Paramount Pictures
50,Justin Bieber: Never Say Never,"$73,013,910 ","3,118","$29,514,054 ",40.40%,"3,105",11-Feb,12-May,Paramount Pictures
51,Dolphin Tale,"$72,286,779 ","3,515","$19,152,401 ",26.50%,"3,507",23-Sep,26-Jan,Warner Bros.
52,No Strings Attached,"$70,662,220 ","3,050","$19,652,921 ",27.80%,"3,018",21-Jan,7-Apr,Paramount Pictures
53,Mr. Popper's Penguins,"$68,224,452 ","3,342","$18,445,355 ",27%,"3,339",17-Jun,20-Oct,Twentieth Century Fox
54,Happy Feet Two,"$64,006,466 ","3,611","$21,237,068 ",33.20%,"3,606",18-Nov,8-Mar,Warner Bros.
55,Unknown,"$63,686,397 ","3,043","$21,856,389 ",34.30%,"3,043",18-Feb,12-May,Warner Bros.
56,The Adjustment Bureau,"$62,495,645 ","2,847","$21,157,730 ",33.90%,"2,840",4-Mar,26-May,Universal Pictures
57,Water for Elephants,"$58,709,717 ","2,820","$16,842,353 ",28.70%,"2,817",22-Apr,11-Aug,Twentieth Century Fox
58,The Lincoln Lawyer,"$58,009,200 ","2,707","$13,206,453 ",22.80%,"2,707",18-Mar,21-Jul,Lionsgate
59,Midnight in Paris,"$56,817,045 ","1,038","$599,003 ",1.10%,6,20-May,22-Mar,Sony Pictures Classics
60,Friends with Benefits,"$55,802,754 ","2,926","$18,622,150 ",33.40%,"2,926",22-Jul,22-Sep,Screen Gems
61,I Am Number Four,"$55,100,437 ","3,156","$19,449,893 ",35.30%,"3,154",18-Feb,2-Jun,Walt Disney Studios Motion Pictures
62,Source Code,"$54,712,227 ","2,971","$14,812,094 ",27.10%,"2,961",1-Apr,14-Jul,Summit Entertainment
63,New Year's Eve,"$54,544,638 ","3,505","$13,019,180 ",23.90%,"3,505",9-Dec,23-Feb,Warner Bros.
64,Insidious,"$54,009,150 ","2,419","$13,271,464 ",24.60%,"2,408",1-Apr,8-Sep,FilmDistrict
65,Madea's Big Happy Family,"$53,345,287 ","2,288","$25,068,677 ",47%,"2,288",22-Apr,21-Jul,Lionsgate
66,Diary of a Wimpy Kid: Rodrick Rules,"$52,698,535 ","3,169","$23,751,502 ",45.10%,"3,167",25-Mar,14-Jul,Twentieth Century Fox
67,Footloose,"$51,802,742 ","3,555","$15,556,113 ",30%,"3,549",14-Oct,12-Jan,Paramount Pictures
,2011 Re-release,,,,,,,,
68,The Dilemma,"$48,475,290 ","2,943","$17,816,230 ",36.80%,"2,940",14-Jan,3-Mar,Universal Pictures
69,Arthur Christmas,"$46,462,469 ","3,376","$12,068,931 ",26%,"3,376",23-Nov,12-Jan,Sony Pictures Releasing
70,Hall Pass,"$45,060,734 ","2,950","$13,535,374 ",30%,"2,950",25-Feb,12-May,Warner Bros.
71,The Artist,"$44,671,682 ","1,756","$204,878 ",0.50%,4,25-Nov,21-Jun,The Weinstein Company
72,Soul Surfer,"$43,853,424 ","2,240","$10,601,862 ",24.20%,"2,214",8-Apr,21-Jul,TriStar Pictures
73,Final Destination 5,"$42,587,643 ","3,155","$18,031,396 ",42.30%,"3,155",12-Aug,13-Oct,Warner Bros.
74,The Ides of March,"$40,962,534 ","2,199","$10,470,143 ",25.60%,"2,199",7-Oct,12-Jan,Sony Pictures Releasing
75,Hanna,"$40,259,119 ","2,545","$12,370,549 ",30.70%,"2,535",8-Apr,7-Jul,Focus Features
76,Something Borrowed,"$39,046,489 ","2,904","$13,945,368 ",35.70%,"2,904",6-May,28-Jul,Warner Bros.
77,Spy Kids 4: All the Time in the World,"$38,538,188 ","3,305","$11,644,672 ",30.20%,"3,295",19-Aug,15-Dec,-
78,Scream 4,"$38,180,928 ","3,314","$18,692,090 ",49%,"3,305",15-Apr,30-Jun,-
79,"Big Mommas: Like Father, Like Son","$37,915,414 ","2,821","$16,300,803 ",43%,"2,821",18-Feb,26-May,Twentieth Century Fox
80,Red Riding Hood,"$37,662,162 ","3,030","$14,005,335 ",37.20%,"3,030",11-Mar,26-May,Warner Bros.
81,In Time,"$37,520,095 ","3,127","$12,050,368 ",32.10%,"3,122",28-Oct,2-Feb,Twentieth Century Fox
82,Paul,"$37,412,945 ","2,806","$13,043,310 ",34.90%,"2,802",18-Mar,19-May,Universal Pictures
83,J. Edgar,"$37,306,030 ","1,985","$11,217,324 ",30.10%,"1,910",9-Nov,23-Feb,Warner Bros.
84,The Roommate,"$37,300,000 ","2,534","$15,002,635 ",40.20%,"2,534",4-Feb,24-Mar,Screen Gems
85,Jumping the Broom,"$37,295,394 ","2,035","$15,215,487 ",40.80%,"2,035",6-May,30-Jun,TriStar Pictures
86,The Change-Up,"$37,081,475 ","2,913","$13,531,115 ",36.50%,"2,913",5-Aug,29-Sep,Universal Pictures
87,30 Minutes or Less,"$37,053,924 ","2,888","$13,330,118 ",36%,"2,888",12-Aug,29-Sep,Sony Pictures Releasing
88,Colombiana,"$36,665,854 ","2,614","$10,408,176 ",28.40%,"2,614",26-Aug,3-Nov,TriStar Pictures
89,Sucker Punch,"$36,392,502 ","3,033","$19,058,199 ",52.40%,"3,033",25-Mar,26-May,Warner Bros.
90,Larry Crowne,"$35,608,245 ","2,976","$13,096,065 ",36.80%,"2,973",1-Jul,18-Aug,Universal Pictures
91,Drive,"$35,061,555 ","2,904","$11,340,461 ",32.30%,"2,886",16-Sep,9-Feb,FilmDistrict
92,A Very Harold & Kumar Christmas,"$35,061,031 ","2,875","$12,954,142 ",36.90%,"2,875",4-Nov,12-Jan,Warner Bros.
93,50/50,"$35,014,192 ","2,479","$8,644,095 ",24.70%,"2,458",30-Sep,29-Dec,Summit Entertainment
94,Courageous,"$34,522,221 ","1,214","$9,112,839 ",26.40%,"1,161",30-Sep,26-Jan,TriStar Pictures
95,The Rite,"$33,047,633 ","2,985","$14,789,393 ",44.80%,"2,985",28-Jan,7-Apr,Warner Bros.
96,Arthur,"$33,035,397 ","3,276","$12,222,756 ",37%,"3,276",8-Apr,9-Jun,Warner Bros.
97,Extremely Loud & Incredibly Close,"$31,847,881 ","2,630","$72,348 ",0.20%,6,25-Dec,29-Mar,Warner Bros.
98,The Debt,"$31,177,548 ","1,874","$9,909,499 ",31.80%,"1,826",31-Aug,3-Nov,Focus Features
99,The Sitter,"$30,441,326 ","2,752","$9,851,435 ",32.40%,"2,750",9-Dec,16-Feb,Twentieth Century Fox
100,The Iron Lady,"$30,017,992 ","1,244","$220,409 ",0.70%,4,30-Dec,26-Apr,The Weinstein Company
101,Priest,"$29,137,000 ","2,864","$14,953,664 ",51.30%,"2,864",13-May,23-Jun,Screen Gems
102,The Mechanic,"$29,121,498 ","2,704","$11,422,006 ",39.20%,"2,703",28-Jan,7-Apr,CBS Films
103,Abduction,"$28,087,155 ","3,118","$10,925,253 ",38.90%,"3,118",23-Sep,15-Dec,Lionsgate
104,Beastly,"$27,865,571 ","1,959","$9,851,102 ",35.40%,"1,952",4-Mar,19-May,CBS Films
105,Winnie the Pooh,"$26,692,846 ","2,405","$7,857,076 ",29.40%,"2,405",15-Jul,22-Sep,Walt Disney Studios Motion Pictures
106,Born to Be Wild,"$25,978,556 ",208,"$871,478 ",3.40%,206,8-Apr,-,Warner Bros.
107,Killer Elite,"$25,124,966 ","2,986","$9,352,008 ",37.20%,"2,986",23-Sep,17-Nov,Open Road Films (II)
108,Season of the Witch,"$24,827,228 ","2,827","$10,612,375 ",42.70%,"2,816",7-Jan,24-Mar,Relativity Media
109,Our Idiot Brother,"$24,816,118 ","2,555","$7,011,631 ",28.30%,"2,555",26-Aug,24-Nov,The Weinstein Company
110,Tinker Tailor Soldier Spy,"$24,149,393 ",886,"$310,562 ",1.30%,4,9-Dec,22-Mar,Focus Features
111,Don't Be Afraid of the Dark,"$24,046,682 ","2,780","$8,525,728 ",35.50%,"2,760",26-Aug,17-Nov,FilmDistrict
112,Sanctum,"$23,209,310 ","2,789","$9,447,930 ",40.70%,"2,787",4-Feb,3-Mar,Universal Pictures
113,Monte Carlo,"$23,186,769 ","2,473","$7,453,944 ",32.10%,"2,473",1-Jul,29-Sep,Twentieth Century Fox
114,Your Highness,"$21,596,445 ","2,772","$9,360,020 ",43.30%,"2,769",8-Apr,19-May,Universal Pictures
115,The Darkest Hour,"$21,443,494 ","2,327","$2,993,519 ",14%,"2,324",25-Dec,1-Mar,Summit Entertainment
116,Mars Needs Moms,"$21,392,758 ","3,117","$6,914,488 ",32.30%,"3,117",11-Mar,23-Jun,Walt Disney Studios Motion Pictures
117,Dream House,"$21,302,340 ","2,664","$8,129,355 ",38.20%,"2,661",30-Sep,17-Nov,Universal Pictures
118,Conan the Barbarian,"$21,295,021 ","3,015","$10,021,215 ",47.10%,"3,015",19-Aug,6-Oct,Lionsgate
119,The Three Musketeers,"$20,374,484 ","3,017","$8,674,452 ",42.60%,"3,017",21-Oct,29-Dec,Summit Entertainment
120,The Eagle,"$19,490,041 ","2,296","$8,684,464 ",44.60%,"2,296",11-Feb,7-Apr,Focus Features
121,Shark Night,"$18,877,153 ","2,848","$8,404,260 ",44.50%,"2,806",2-Sep,24-Nov,Relativity Media
122,Fright Night,"$18,302,607 ","3,114","$7,714,388 ",42.10%,"3,114",19-Aug,10-Nov,Walt Disney Studios Motion Pictures
123,Apollo 18,"$17,687,709 ","3,330","$8,704,271 ",49.20%,"3,328",2-Sep,24-Nov,-
124,The Thing,"$16,928,670 ","2,996","$8,493,665 ",50.20%,"2,996",14-Oct,17-Nov,Universal Pictures
125,Young Adult,"$16,311,571 ",987,"$310,263 ",1.90%,8,9-Dec,23-Feb,Paramount Pictures
126,African Cats,"$15,428,747 ","1,224","$6,003,200 ",38.90%,"1,220",22-Apr,14-Jul,Walt Disney Studios Motion Pictures
127,Judy Moody and the Not Bummer Summer,"$15,013,650 ","2,524","$6,076,859 ",40.50%,"2,524",10-Jun,18-Aug,Relativity Media
128,My Week with Marilyn,"$14,600,347 ",630,"$1,750,507 ",12%,244,23-Nov,5-Apr,The Weinstein Company
129,What's Your Number?,"$14,011,084 ","3,011","$5,421,669 ",38.70%,"3,002",30-Sep,24-Nov,Twentieth Century Fox
130,One Day,"$13,843,771 ","1,725","$5,079,566 ",36.70%,"1,719",19-Aug,22-Sep,Focus Features
131,Warrior,"$13,657,115 ","1,883","$5,242,107 ",38.40%,"1,869",9-Sep,3-Nov,Lionsgate
132,The Tree of Life,"$13,303,319 ",237,"$372,920 ",2.80%,4,27-May,27-Oct,-
133,The Rum Diary,"$13,109,815 ","2,292","$5,135,369 ",39.20%,"2,273",28-Oct,22-Dec,FilmDistrict
134,Glee: The 3D Concert Movie,"$11,862,398 ","2,040","$5,961,231 ",50.30%,"2,040",12-Aug,29-Sep,Twentieth Century Fox
135,The Conspirator,"$11,538,204 ",849,"$3,506,602 ",30.40%,707,15-Apr,15-Sep,Roadside Attractions
136,Jane Eyre,"$11,242,660 ",319,"$182,885 ",1.60%,4,11-Mar,14-Jul,Focus Features
137,Drive Angry,"$10,721,033 ","2,290","$5,187,625 ",48.40%,"2,290",25-Feb,21-Apr,Summit Entertainment
138,Straw Dogs,"$10,324,441 ","2,408","$5,123,760 ",49.60%,"2,408",16-Sep,13-Oct,Screen Gems
139,Win Win,"$10,179,275 ",388,"$150,362 ",1.50%,5,18-Mar,17-Jul,-
140,Hoodwinked Too! Hood vs. Evil,"$10,143,779 ","2,505","$4,108,630 ",40.50%,"2,505",29-Apr,21-Jul,The Weinstein Company
141,Prom,"$10,130,219 ","2,730","$4,712,638 ",46.50%,"2,730",29-Apr,23-Jun,Walt Disney Studios Motion Pictures
142,I Don't Know How She Does It,"$9,662,284 ","2,490","$4,402,201 ",45.60%,"2,476",16-Sep,24-Nov,The Weinstein Company
143,Johnny English Reborn,"$8,305,970 ","1,554","$3,833,300 ",46.20%,"1,552",21-Oct,24-Nov,Universal Pictures
144,Kevin Hart: Laugh at My Pain,"$7,706,436 ",287,"$1,908,420 ",24.80%,98,9-Sep,15-Dec,Codeblack Entertainment
145,Sarah's Key,"$7,693,187 ",319,"$115,708 ",1.50%,5,22-Jul,8-Dec,The Weinstein Company
146,The Big Year,"$7,204,138 ","2,150","$3,251,884 ",45.10%,"2,150",14-Oct,1-Dec,Twentieth Century Fox
147,A Separation,"$7,099,055 ",282,"$59,481 ",0.80%,3,30-Dec,21-Jun,Sony Pictures Classics
148,Take Me Home Tonight,"$6,928,068 ","2,003","$3,464,679 ",50%,"2,003",4-Mar,21-Apr,Relativity Media
149,Cedar Rapids,"$6,861,102 ",462,"$302,968 ",4.40%,15,11-Feb,26-May,-
150,Beginners,"$5,790,894 ",170,"$141,340 ",2.40%,5,3-Jun,8-Sep,Focus Features
151,Flying Monsters 3D with David Attenborough,"$5,705,874 ",27,-,-,-,7-Oct,-,National Geographic Entertainment
152,A Dangerous Method,"$5,704,709 ",365,"$167,953 ",2.90%,4,23-Nov,3-May,Sony Pictures Classics
153,The Guard,"$5,360,274 ",203,"$76,834 ",1.40%,4,29-Jul,9-Feb,Sony Pictures Classics
154,Margin Call,"$5,354,039 ",199,"$561,906 ",10.50%,56,21-Oct,16-Feb,Roadside Attractions
155,Cave of Forgotten Dreams,"$5,304,920 ",123,"$139,101 ",2.60%,5,29-Apr,25-Aug,IFC Films
156,Biutiful,"$5,101,237 ",191,"$457,206 ",9%,59,28-Jan,9-Jun,Roadside Attractions
157,Atlas Shrugged: Part I,"$4,627,375 ",465,"$1,677,000 ",-,299,15-Apr,19-May,Rocky Mountain Pictures
158,Anonymous,"$4,463,292 ",513,"$1,021,768 ",22.90%,265,28-Oct,15-Dec,Sony Pictures Releasing
159,The Company Men,"$4,441,272 ",277,"$647,797 ",14.60%,106,21-Jan,19-May,The Weinstein Company
160,Barney's Version,"$4,439,201 ",281,"$65,241 ",1.50%,4,14-Jan,23-Jun,Sony Pictures Classics
161,The Way,"$4,430,765 ",283,"$110,418 ",2.50%,33,7-Oct,15-Mar,-
,2010 Re-release,,,,,,,,
162,Seven Days in Utopia,"$4,373,074 ",561,"$1,316,910 ",30.10%,561,2-Sep,3-Nov,Visio Entertainment
163,Buck,"$4,038,912 ",152,"$67,548 ",1.70%,4,17-Jun,25-Sep,IFC Films
164,Of Gods and Men,"$3,951,596 ",120,"$308,895 ",7.80%,33,25-Feb,7-Jul,Sony Pictures Classics
165,Shame,"$3,909,002 ",95,"$361,000 ",-,10,2-Dec,15-Mar,-
166,Don 2,"$3,680,306 ",167,"$1,673,921 ",45.50%,157,22-Dec,2-Feb,Reliance Big Pictures
167,Pina,"$3,524,826 ",84,"$68,012 ",1.90%,3,23-Dec,10-May,IFC Films
168,Like Crazy,"$3,395,391 ",162,"$123,140 ",3.60%,4,28-Oct,12-Jan,Paramount Vantage
169,The King's Speech,"$3,344,306 ","1,011","$1,133,162 ",33.90%,"1,011",1-Apr,16-Jun,The Weinstein Company
,PG-13 Version,,,,,,,,
170,The Skin I Live In,"$3,185,812 ",116,"$223,119 ",7%,6,14-Oct,29-Mar,Sony Pictures Classics
171,Zindagi Na Milegi Dobara,"$3,108,485 ",100,"$960,548 ",30.90%,100,15-Jul,22-Sep,Eros Worldwide
172,From Prada to Nada,"$3,033,623 ",261,"$1,115,638 ",36.80%,256,28-Jan,31-Mar,Lionsgate
173,Melancholia,"$3,030,848 ",145,"$257,174 ",8.50%,19,11-Nov,1-Mar,Magnolia Pictures
174,Martha Marcy May Marlene,"$2,990,625 ",183,"$137,651 ",4.60%,4,21-Oct,29-Dec,-
175,Everything Must Go,"$2,711,643 ",245,"$791,676 ",29.20%,218,13-May,15-Sep,Roadside Attractions
176,The Way Back,"$2,701,859 ",678,"$1,218,868 ",45.10%,678,21-Jan,3-Mar,Newmarket Films
177,Carnage,"$2,547,047 ",494,"$79,795 ",3.10%,5,16-Dec,3-May,Sony Pictures Classics
178,Bucky Larson: Born to Be a Star,"$2,529,395 ","1,500","$1,415,023 ",55.90%,"1,500",9-Sep,22-Sep,Sony Pictures Releasing
179,Ra.One,"$2,511,689 ",189,-,-,189,26-Oct,1-Dec,Eros Worldwide
180,The Grace Card,"$2,430,735 ",352,"$1,040,000 ",-,352,25-Feb,21-Apr,The Samuel Goldwyn Company
181,Incendies,"$2,071,334 ",90,"$50,679 ",2.40%,3,22-Apr,29-Sep,Sony Pictures Classics
182,The Trip,"$2,030,962 ",62,"$77,904 ",3.80%,6,10-Jun,10-Oct,IFC Films
183,The Mighty Macs,"$1,891,936 ",975,"$963,221 ",50.90%,975,21-Oct,1-Dec,Quaker Media
184,Bodyguard,"$1,834,384 ",88,"$863,751 ",47.10%,88,31-Aug,29-Sep,Reliance Big Pictures
185,A Better Life,"$1,759,252 ",216,"$62,087 ",3.50%,4,24-Jun,1-Sep,Summit Entertainment
186,We Need to Talk About Kevin,"$1,738,692 ",80,"$24,587 ",1.40%,1,9-Dec,20-May,Oscilloscope
187,Take Shelter,"$1,730,296 ",91,"$52,041 ",3%,3,30-Sep,22-Mar,Sony Pictures Classics
188,Potiche,"$1,618,844 ",74,"$86,017 ",5.30%,7,25-Mar,4-Aug,Music Box Films
189,Senna,"$1,612,430 ",47,"$73,497 ",4.60%,2,12-Aug,1-Dec,-
190,I Am,"$1,591,034 ",74,"$10,092 ",0.60%,1,18-Feb,4-Aug,Paladin
191,Delhi Belly,"$1,532,594 ",90,"$581,943 ",38%,89,1-Jul,11-Aug,UTV Motion Pictures
192,The Double Hour,"$1,514,942 ",68,"$30,246 ",2%,2,15-Apr,25-Aug,The Samuel Goldwyn Company
193,Bill Cunningham: New York,"$1,510,026 ",34,"$33,677 ",2.20%,1,16-Mar,1-Dec,Zeitgeist Films
194,The Art of Getting By,"$1,430,241 ",610,"$679,160 ",47.50%,610,17-Jun,14-Jul,-
195,Private Pérez,"$1,400,726 ",165,"$664,517 ",47.40%,161,2-Sep,29-Sep,Lionsgate
196,Certified Copy,"$1,373,975 ",57,"$77,937 ",5.70%,5,11-Mar,16-Jun,IFC Films
197,The Devil's Double,"$1,361,512 ",89,"$96,414 ",7.10%,5,29-Jul,29-Sep,Lionsgate
198,The Oscar Nominated Short Films 2011: Live Action,"$1,352,152 ",117,"$300,706 ",22.20%,95,11-Feb,14-Apr,Shorts International
199,Snow Flower and the Secret Fan,"$1,348,205 ",116,"$134,005 ",9.90%,24,15-Jul,29-Sep,-
200,"It's Not You, It's Me","$1,339,911 ",226,"$588,938 ",44%,226,8-Apr,19-May,Lionsgate
