Rank,Release,Gross,Max Th,Opening,% of Total,Open Th,Open,Close,Distributor
85,Molly's Game,"$28,780,744 ","1,708","$2,349,967 ",8.20%,271,25-Dec,8-Mar,STX Entertainment
86,The Nut Job 2: Nutty by Nature,"$28,370,522 ","4,003","$8,342,311 ",29.40%,"4,003",11-Aug,28-Sep,Open Road Films (II)
87,Rings,"$27,793,018 ","2,931","$13,002,632 ",46.80%,"2,931",3-Feb,23-Mar,Paramount Pictures
88,Logan Lucky,"$27,780,977 ","3,031","$7,600,036 ",27.40%,"3,031",18-Aug,9-Nov,Bleecker Street Media
89,Home Again,"$27,020,284 ","3,036","$8,567,881 ",31.70%,"2,940",8-Sep,9-Nov,Open Road Films (II)
90,Resident Evil: The Final Chapter,"$26,830,068 ","3,104","$13,601,682 ",50.70%,"3,104",27-Jan,30-Mar,Screen Gems
91,The House,"$25,584,504 ","3,134","$8,724,795 ",34.10%,"3,134",30-Jun,31-Aug,Warner Bros.
92,All the Money in the World,"$25,113,707 ","2,123","$5,584,684 ",22.20%,"2,074",25-Dec,22-Mar,TriStar Pictures
93,Gifted,"$24,801,212 ","2,215","$446,380 ",1.80%,56,7-Apr,24-Aug,-
94,Downsizing,"$24,449,754 ","2,668","$4,954,287 ",20.30%,"2,668",22-Dec,1-Feb,Paramount Pictures
95,The Bye Bye Man,"$22,395,806 ","2,220","$13,501,349 ",60.30%,"2,220",13-Jan,16-Feb,STX Entertainment
96,Victoria & Abdul,"$22,245,070 ","1,060","$158,845 ",0.70%,4,22-Sep,4-Jan,Focus Features
97,Rough Night,"$22,105,643 ","3,162","$8,004,283 ",36.20%,"3,162",16-Jun,31-Aug,Sony Pictures Releasing
98,My Little Pony: The Movie,"$21,885,107 ","2,528","$8,885,899 ",40.60%,"2,528",6-Oct,7-Dec,Lionsgate
99,Leap!,"$21,858,070 ","2,705","$4,730,038 ",21.60%,"2,575",25-Aug,7-Dec,The Weinstein Company
,2017 Re-release,,,,,,,,
100,Phantom Thread,"$21,198,205 ","1,186","$216,495 ",1%,4,25-Dec,12-Apr,Focus Features
101,The Disaster Artist,"$21,120,616 ","1,010","$1,211,345 ",5.70%,19,1-Dec,8-Mar,A24
102,Sleepless,"$20,783,704 ","1,803","$8,344,128 ",40.10%,"1,803",13-Jan,9-Mar,Open Road Films (II)
103,Diary of a Wimpy Kid: The Long Haul,"$20,738,724 ","3,174","$7,126,084 ",34.40%,"3,157",19-May,17-Aug,Twentieth Century Fox
104,The Circle,"$20,497,844 ","3,163","$9,034,148 ",44.10%,"3,163",28-Apr,8-Jun,STX Entertainment
105,Baahubali 2: The Conclusion,"$20,186,659 ",425,"$10,430,497 ",51.70%,425,28-Apr,25-May,Great India Films
106,CHIPS,"$18,600,152 ","2,464","$7,722,802 ",41.50%,"2,464",24-Mar,25-May,Warner Bros.
107,Only the Brave,"$18,343,983 ","2,577","$6,002,665 ",32.70%,"2,577",20-Oct,1-Feb,Sony Pictures Releasing
108,Call Me by Your Name,"$18,095,701 ",914,"$412,932 ",2.30%,4,24-Nov,26-Apr,Sony Pictures Classics
109,Mother!,"$17,800,004 ","2,368","$7,534,673 ",42.30%,"2,368",15-Sep,26-Oct,Paramount Pictures
110,The Zookeeper's Wife,"$17,571,660 ","1,057","$3,288,835 ",18.70%,541,31-Mar,22-Jun,Focus Features
111,Father Figures,"$17,501,244 ","2,902","$3,287,451 ",18.80%,"2,902",22-Dec,15-Feb,Warner Bros.
112,The Glass Castle,"$17,273,059 ","1,461","$4,678,548 ",27.10%,"1,461",11-Aug,12-Oct,Lionsgate
113,Flatliners,"$16,883,115 ","2,552","$6,574,326 ",38.90%,"2,552",29-Sep,23-Nov,Sony Pictures Releasing
114,Detroit,"$16,790,139 ","3,007","$350,190 ",2.10%,20,28-Jul,12-Oct,Annapurna Pictures
115,The Case for Christ,"$14,682,684 ","1,386","$3,967,885 ",27%,"1,174",7-Apr,29-Jun,Pure Flix Entertainment
116,Wish Upon,"$14,301,505 ","2,250","$5,467,084 ",38.20%,"2,250",14-Jul,12-Oct,Broad Green Pictures
117,It Comes at Night,"$13,985,117 ","2,533","$5,988,370 ",42.80%,"2,533",9-Jun,17-Sep,A24
118,Born in China,"$13,873,211 ","1,508","$4,790,367 ",34.50%,"1,508",21-Apr,6-Jul,Walt Disney Studios Motion Pictures
119,Megan Leavey,"$13,406,883 ","1,956","$3,810,867 ",28.40%,"1,956",9-Jun,14-Sep,Bleecker Street Media
120,The Founder,"$12,786,053 ","1,115","$3,404,102 ",26.60%,"1,115",19-Jan,27-Apr,The Weinstein Company
121,Battle of the Sexes,"$12,638,526 ","1,822","$518,332 ",4.10%,21,22-Sep,21-Dec,-
122,Before I Fall,"$12,241,122 ","2,346","$4,690,214 ",38.30%,"2,346",3-Mar,27-Apr,Open Road Films (II)
123,"Roman J. Israel, Esq.","$11,962,778 ","1,669","$61,999 ",0.50%,4,17-Nov,22-Feb,Sony Pictures Releasing
124,Unforgettable,"$11,368,012 ","2,417","$4,785,431 ",42.10%,"2,417",21-Apr,1-Jun,Warner Bros.
125,The Beguiled,"$10,709,995 ",941,"$229,292 ",2.10%,4,23-Jun,17-Aug,Focus Features
126,The Belko Experiment,"$10,166,820 ","1,341","$4,137,230 ",40.70%,"1,341",17-Mar,25-May,BH Tilt
127,Marshall,"$10,051,659 ",821,"$3,000,805 ",29.90%,821,13-Oct,18-Jan,Open Road Films (II)
128,Thank You for Your Service,"$9,536,300 ","2,083","$3,817,700 ",40%,"2,054",27-Oct,30-Nov,Universal Pictures
129,Rock Dog,"$9,420,546 ","2,077","$3,704,749 ",39.30%,"2,077",24-Feb,13-Apr,Lionsgate
130,The Lost City of Z,"$8,580,410 ",866,"$110,175 ",1.30%,4,14-Apr,20-Jul,Bleecker Street Media
131,The Promise,"$8,224,288 ","2,251","$4,095,718 ",49.80%,"2,251",21-Apr,18-May,Open Road Films (II)
132,A Cure for Wellness,"$8,106,986 ","2,704","$4,356,941 ",53.70%,"2,704",17-Feb,23-Mar,Twentieth Century Fox
133,The Space Between Us,"$7,885,294 ","2,812","$3,775,596 ",47.90%,"2,812",3-Feb,2-Mar,STX Entertainment
134,Let There Be Light,"$7,233,471 ",774,"$1,729,535 ",23.90%,373,27-Oct,16-Feb,Atlas Distribution Company
135,Gold,"$7,227,038 ","2,166","$3,471,316 ",48%,"2,166",27-Jan,9-Mar,The Weinstein Company
136,I Am Not Your Negro,"$7,123,919 ",320,"$686,378 ",9.60%,43,3-Feb,8-Jun,Magnolia Pictures
137,Beatriz at Dinner,"$7,115,854 ",683,"$141,959 ",2%,5,9-Jun,5-Oct,Roadside Attractions
138,Birth of the Dragon,"$6,901,965 ","1,633","$2,702,430 ",39.20%,"1,618",25-Aug,28-Sep,BH Tilt
139,Loving Vincent,"$6,735,118 ",218,"$23,180 ",0.30%,1,22-Sep,22-Mar,Good Deed Entertainment
140,The Snowman,"$6,700,035 ","1,815","$3,372,565 ",50.30%,"1,812",20-Oct,23-Nov,Universal Pictures
141,Same Kind of Different as Me,"$6,423,605 ","1,362","$2,591,985 ",40.40%,"1,362",20-Oct,1-Feb,Pure Flix Entertainment
142,Lowriders,"$6,303,560 ",365,"$2,403,885 ",38.10%,295,12-May,29-Jun,BH Tilt
143,Maudie,"$6,170,998 ",233,"$45,920 ",0.70%,4,14-Apr,16-Nov,Sony Pictures Classics
144,Just Getting Started,"$6,069,605 ","2,161","$3,201,459 ",52.70%,"2,161",8-Dec,25-Jan,Broad Green Pictures
145,The Florida Project,"$5,904,366 ",229,"$157,553 ",2.70%,4,6-Oct,22-Mar,A24
146,All Saints,"$5,802,208 ",846,"$1,514,278 ",26.10%,846,25-Aug,26-Oct,Affirm Films
147,Suburbicon,"$5,775,178 ","2,046","$2,840,246 ",49.20%,"2,046",27-Oct,16-Nov,Paramount Pictures
148,The Man Who Invented Christmas,"$5,676,486 ",720,"$1,357,129 ",23.90%,626,22-Nov,25-Jan,Bleecker Street Media
149,Paris Can Wait,"$5,617,731 ",447,"$98,850 ",1.80%,4,12-May,28-Sep,Sony Pictures Classics
150,Tiger Zinda Hai,"$5,560,921 ",299,"$1,787,108 ",32.10%,299,22-Dec,7-Jan,Yash Raj Films
151,Your Name.,"$5,017,246 ",311,"$1,813,781 ",36.20%,311,7-Apr,27-Jul,FUNimation Entertainment
152,The Book of Henry,"$4,504,974 ",650,"$1,424,540 ",31.60%,579,16-Jun,17-Aug,Focus Features
153,Stronger,"$4,211,129 ",645,"$1,611,040 ",38.30%,573,22-Sep,30-Nov,Roadside Attractions
154,The Hero,"$4,077,333 ",447,"$45,317 ",1.10%,4,9-Jun,12-Oct,The Orchard
155,Sleight,"$3,986,245 ",591,"$1,701,785 ",42.70%,565,28-Apr,8-Jun,BH Tilt
156,A United Kingdom,"$3,902,185 ",317,"$66,510 ",1.70%,4,10-Feb,25-May,-
157,Norman,"$3,814,868 ",373,"$99,211 ",2.60%,5,14-Apr,30-Jul,Sony Pictures Classics
158,Friend Request,"$3,759,078 ","2,573","$2,002,863 ",53.30%,"2,573",22-Sep,30-Nov,Entertainment Studios Motion Pictures
159,Table 19,"$3,614,896 ",868,"$1,597,928 ",44.20%,868,3-Mar,6-Apr,-
160,Their Finest,"$3,603,484 ",330,"$76,197 ",2.10%,4,7-Apr,22-Jun,STX Entertainment
161,Phoenix Forgotten,"$3,600,146 ","1,626","$1,816,499 ",50.50%,"1,626",21-Apr,15-Jun,Cinelou Films
162,An Inconvenient Sequel: Truth to Power,"$3,496,795 ",556,"$124,823 ",3.60%,4,28-Jul,7-Sep,Paramount Pictures
163,Til Death Do Us Part,"$3,455,267 ",562,"$1,527,289 ",44.20%,562,29-Sep,12-Nov,-
164,Raees,"$3,262,954 ",265,"$1,798,379 ",55.10%,265,25-Jan,5-Feb,-
165,The Leisure Seeker,"$3,226,443 ",353,-,-,-,15-Dec,5-Jul,Sony Pictures Classics
166,Close Encounters of the Third Kind,"$3,100,479 ",901,"$1,767,758 ",57%,901,1-Sep,21-Sep,Sony Pictures Releasing
,2017 Re-release,,,,,,,,
167,Colossal,"$3,029,287 ",327,"$120,226 ",4%,4,7-Apr,13-Jul,Neon
168,Ingrid Goes West,"$3,024,308 ",647,"$135,301 ",4.50%,3,11-Aug,26-Oct,Neon
169,Leap!,"$2,844,490 ",237,"$181,091 ",6.40%,77,24-Feb,-,Entertainment One
170,The Oscar Nominated Short Films 2017: Live Action,"$2,835,355 ",272,"$692,399 ",24.40%,206,10-Feb,30-Mar,Shorts International
171,Kedi,"$2,835,047 ",130,"$40,103 ",1.40%,1,10-Feb,-,Oscilloscope
172,Wolf Warrior 2,"$2,721,100 ",53,"$219,022 ",8%,53,28-Jul,19-Oct,The H Collective
173,My Cousin Rachel,"$2,716,368 ",531,"$969,941 ",35.70%,523,9-Jun,3-Aug,-
174,Showtime Championship Boxing: Floyd Mayweather vs. Conor McGregor,"$2,620,183 ",532,"$2,620,183 ",100%,532,26-Aug,26-Aug,Fathom Events
175,A Question of Faith,"$2,587,072 ",661,"$1,025,489 ",39.60%,661,29-Sep,14-Dec,Pure Flix Entertainment
176,Is Genesis History?,"$2,570,392 ",704,-,-,-,23-Feb,17-Mar,Fathom Events
177,Disney's Newsies: The Broadway Musical!,"$2,545,060 ",780,"$1,333,538 ",52.40%,780,18-Feb,23-Feb,Fathom Events
178,IN OUR HANDS: Battle for Jerusalem,"$2,534,370 ",733,-,-,-,23-May,6-Jun,Fathom Events
179,Do It Like An Hombre,"$2,534,252 ",382,"$1,174,484 ",46.30%,382,1-Sep,5-Oct,Pantelion Films
180,LBJ,"$2,470,979 ",659,"$1,110,565 ",44.90%,659,3-Nov,21-Dec,Electric Entertainment
181,Tulip Fever,"$2,455,635 ",772,"$1,158,017 ",47.20%,765,1-Sep,16-Nov,The Weinstein Company
182,The Salesman,"$2,402,067 ",115,"$71,078 ",3%,3,27-Jan,16-Apr,Cohen Media Group
183,T2 Trainspotting,"$2,402,004 ",331,"$170,575 ",7.10%,5,17-Mar,25-May,TriStar Pictures
184,Pokémon the Movie: I Choose You!,"$2,401,722 ",789,-,-,-,5-Nov,16-Nov,Fathom Events
185,Jeepers Creepers III,"$2,335,162 ",669,"$19,151 ",0.80%,10,26-Sep,5-Oct,Screen Media Films
186,The Resurrection of Gavin Stone,"$2,303,792 ",890,"$1,206,771 ",52.40%,890,20-Jan,9-Feb,BH Tilt
187,The Killing of a Sacred Deer,"$2,291,901 ",238,"$115,120 ",5%,4,20-Oct,28-Dec,A24
188,Collide,"$2,280,004 ","2,045","$1,512,824 ",66.40%,"2,045",24-Feb,9-Mar,Open Road Films (II)
189,The Lovers,"$2,194,521 ",443,"$66,286 ",3%,4,5-May,16-Jul,A24
190,The Patriarch,"$2,156,047 ",312,"$978,894 ",45.40%,312,27-Jan,9-Mar,Pantelion Films
191,Brad's Status,"$2,133,158 ",453,"$89,921 ",4.20%,4,15-Sep,26-Oct,Annapurna Pictures
192,Good Time,"$2,026,499 ",721,"$125,101 ",6.20%,4,11-Aug,12-Nov,A24
193,The Bride of Badrinath,"$1,993,259 ",156,"$862,008 ",43.20%,152,10-Mar,13-Apr,FIP
194,Everybody Loves Somebody,"$1,915,789 ",333,"$924,201 ",48.20%,333,17-Feb,23-Mar,Pantelion Films
195,Along With the Gods: The Two Worlds,"$1,908,823 ",35,"$185,546 ",9.70%,17,22-Dec,1-Mar,Well Go USA Entertainment
196,Youth,"$1,891,956 ",35,"$338,604 ",17.90%,30,15-Dec,28-Jan,China Lion Film Distribution
197,A Quiet Passion,"$1,865,396 ",135,"$45,825 ",2.50%,6,14-Apr,13-Jul,Music Box Films
198,Toilet: A Love Story,"$1,830,715 ",178,"$678,436 ",37.10%,178,11-Aug,7-Sep,Reliance Big Pictures
199,The Wall,"$1,803,064 ",540,"$897,955 ",49.80%,540,12-May,22-Jun,Roadside Attractions
200,Free Fire,"$1,799,312 ","1,070","$994,431 ",55.30%,"1,070",21-Apr,18-May,A24
