Rank,Release,Gross,Max Th,Opening,% of Total,Open Th,Open,Close,Distributor
16,Hotel Transylvania 2,"$169,700,110 ","3,768","$48,464,322 ",28.60%,"3,754",25-Sep,3-Mar,Sony Pictures Releasing
17,Fifty Shades of Grey,"$166,167,230 ","3,655","$85,171,450 ",51.30%,"3,646",13-Feb,7-May,Universal Pictures
18,The SpongeBob Movie: Sponge Out of Water,"$162,994,032 ","3,680","$55,365,012 ",34%,"3,641",6-Feb,28-May,Paramount Pictures
19,Straight Outta Compton,"$161,197,785 ","3,142","$60,200,180 ",37.30%,"2,757",14-Aug,22-Oct,Universal Pictures
20,San Andreas,"$155,190,832 ","3,812","$54,588,173 ",35.20%,"3,777",29-May,15-Oct,Warner Bros.
21,Mad Max: Fury Road,"$153,636,354 ","3,722","$45,428,128 ",29.60%,"3,702",15-May,24-Sep,Warner Bros.
22,Daddy's Home,"$150,357,137 ","3,483","$38,740,203 ",25.80%,"3,271",25-Dec,7-Apr,Paramount Pictures
23,The Divergent Series: Insurgent,"$130,179,072 ","3,875","$52,263,680 ",40.10%,"3,875",20-Mar,9-Jul,Lionsgate
24,The Peanuts Movie,"$130,178,411 ","3,902","$44,213,073 ",34%,"3,897",6-Nov,31-Mar,Twentieth Century Fox
25,Kingsman: The Secret Service,"$128,261,724 ","3,282","$36,206,331 ",28.20%,"3,204",13-Feb,9-Jul,Twentieth Century Fox
26,The Good Dinosaur,"$123,087,120 ","3,749","$39,155,217 ",31.80%,"3,749",25-Nov,7-Apr,Walt Disney Studios Motion Pictures
27,Spy,"$110,825,712 ","3,715","$29,085,719 ",26.20%,"3,711",5-Jun,8-Oct,Twentieth Century Fox
28,Trainwreck,"$110,212,700 ","3,171","$30,097,040 ",27.30%,"3,158",17-Jul,15-Oct,Universal Pictures
29,Creed,"$109,767,581 ","3,502","$29,632,823 ",27%,"3,404",25-Nov,3-Mar,Warner Bros.
30,Tomorrowland,"$93,436,322 ","3,972","$33,028,165 ",35.30%,"3,972",22-May,17-Sep,Walt Disney Studios Motion Pictures
31,Get Hard,"$90,411,453 ","3,212","$33,803,253 ",37.40%,"3,175",27-Mar,9-Jul,Warner Bros.
32,Terminator Genisys,"$89,760,956 ","3,783","$27,018,486 ",30.10%,"3,758",1-Jul,17-Sep,Paramount Pictures
33,Taken 3,"$89,256,424 ","3,594","$39,201,657 ",43.90%,"3,594",9-Jan,14-May,Twentieth Century Fox
34,Sisters,"$87,044,645 ","2,978","$13,922,855 ",16%,"2,962",18-Dec,10-Mar,Universal Pictures
35,Alvin and the Chipmunks: The Road Chip,"$85,886,987 ","3,705","$14,287,159 ",16.60%,"3,653",18-Dec,19-May,Twentieth Century Fox
36,Maze Runner: The Scorch Trials,"$81,697,192 ","3,792","$30,316,510 ",37.10%,"3,791",18-Sep,21-Jan,Twentieth Century Fox
37,Ted 2,"$81,476,385 ","3,448","$33,507,870 ",41.10%,"3,442",26-Jun,27-Aug,Universal Pictures
38,Goosebumps,"$80,080,379 ","3,618","$23,618,556 ",29.50%,"3,501",16-Oct,18-Feb,Sony Pictures Releasing
39,Pixels,"$78,747,585 ","3,723","$24,011,616 ",30.50%,"3,723",24-Jul,8-Nov,Sony Pictures Releasing
40,Paddington,"$76,271,832 ","3,355","$18,966,676 ",24.90%,"3,303",16-Jan,18-Jun,-
41,The Intern,"$75,764,672 ","3,320","$17,728,313 ",23.40%,"3,305",25-Sep,7-Jan,Warner Bros.
42,Bridge of Spies,"$72,313,754 ","2,873","$15,371,203 ",21.30%,"2,811",16-Oct,10-Mar,Walt Disney Studios Motion Pictures
43,Paul Blart: Mall Cop 2,"$71,038,190 ","3,633","$23,762,435 ",33.50%,"3,633",17-Apr,2-Aug,Sony Pictures Releasing
44,The Big Short,"$70,259,870 ","2,529","$705,527 ",1%,8,11-Dec,7-Apr,Paramount Pictures
45,War Room,"$67,790,117 ","1,945","$11,351,389 ",16.70%,"1,135",28-Aug,13-Dec,TriStar Pictures
46,Magic Mike XXL,"$66,013,057 ","3,376","$12,857,184 ",19.50%,"3,355",1-Jul,24-Sep,Warner Bros.
47,The Visit,"$65,206,105 ","3,148","$25,427,560 ",39%,"3,069",11-Sep,26-Nov,Universal Pictures
48,The Wedding Ringer,"$64,460,211 ","3,003","$20,649,306 ",32%,"3,003",16-Jan,5-Apr,Screen Gems
49,Black Mass,"$62,575,678 ","3,188","$22,635,037 ",36.20%,"3,188",18-Sep,3-Dec,Warner Bros.
50,Vacation,"$58,884,188 ","3,430","$14,681,108 ",24.90%,"3,411",29-Jul,29-Oct,Warner Bros.
51,The Perfect Guy,"$57,027,435 ","2,230","$25,888,154 ",45.40%,"2,221",11-Sep,3-Dec,Screen Gems
52,Joy,"$56,451,232 ","2,924","$17,015,168 ",30.10%,"2,896",25-Dec,17-Mar,Twentieth Century Fox
53,Fantastic Four,"$56,117,548 ","4,004","$25,685,737 ",45.80%,"3,995",7-Aug,22-Oct,Twentieth Century Fox
54,The Hateful Eight,"$54,117,416 ","2,938","$4,610,676 ",8.50%,100,25-Dec,28-Apr,The Weinstein Company
55,Focus,"$53,862,963 ","3,323","$18,685,137 ",34.70%,"3,323",27-Feb,7-May,Warner Bros.
56,Southpaw,"$52,421,953 ","2,772","$16,701,294 ",31.90%,"2,772",24-Jul,5-Nov,The Weinstein Company
57,Insidious: Chapter 3,"$52,218,558 ","3,014","$22,692,741 ",43.50%,"3,002",5-Jun,13-Aug,Focus Features
58,Poltergeist,"$47,425,125 ","3,242","$22,620,386 ",47.70%,"3,240",22-May,6-Aug,Twentieth Century Fox
59,Jupiter Ascending,"$47,387,723 ","3,181","$18,372,372 ",38.80%,"3,181",6-Feb,7-May,Warner Bros.
60,Sicario,"$46,889,293 ","2,620","$401,288 ",0.90%,6,18-Sep,14-Jan,Lionsgate
61,The Man from U.N.C.L.E.,"$45,445,109 ","3,673","$13,421,036 ",29.50%,"3,638",14-Aug,22-Oct,Warner Bros.
62,Spotlight,"$45,055,776 ","1,227","$295,009 ",0.70%,5,6-Nov,5-May,Open Road Films (II)
63,"McFarland, USA","$44,482,410 ","2,792","$11,020,798 ",24.80%,"2,755",20-Feb,9-Jul,Walt Disney Studios Motion Pictures
64,The Gift,"$43,787,265 ","2,503","$11,854,273 ",27.10%,"2,503",7-Aug,9-Oct,STX Entertainment
65,Everest,"$43,482,270 ","3,009","$7,222,035 ",16.60%,545,18-Sep,26-Nov,Universal Pictures
66,The Night Before,"$43,047,372 ","2,960","$9,880,536 ",23%,"2,960",20-Nov,14-Jan,Sony Pictures Releasing
67,Krampus,"$42,725,475 ","2,919","$16,293,325 ",38.10%,"2,902",4-Dec,21-Jan,Universal Pictures
68,Max,"$42,656,255 ","2,870","$12,155,254 ",28.50%,"2,855",26-Jun,15-Oct,Warner Bros.
69,The Age of Adaline,"$42,629,776 ","3,070","$13,203,458 ",31%,"2,991",24-Apr,9-Jul,Lionsgate
70,Brooklyn,"$38,322,743 ",962,"$187,281 ",0.50%,5,4-Nov,26-May,-
71,The Longest Ride,"$37,446,117 ","3,371","$13,019,686 ",34.80%,"3,366",10-Apr,9-Jul,Twentieth Century Fox
72,The Boy Next Door,"$35,423,380 ","2,615","$14,910,105 ",42.10%,"2,602",23-Jan,12-Mar,Universal Pictures
73,Pan,"$35,088,320 ","3,515","$15,315,435 ",43.60%,"3,515",9-Oct,7-Jan,Warner Bros.
74,Hot Pursuit,"$34,580,201 ","3,037","$13,942,258 ",40.30%,"3,003",8-May,30-Jul,Warner Bros.
75,Concussion,"$34,542,474 ","2,841","$10,513,749 ",30.40%,"2,841",25-Dec,17-Mar,Sony Pictures Releasing
76,The DUFF,"$34,030,343 ","2,622","$10,809,149 ",31.80%,"2,575",20-Feb,14-May,Lionsgate
77,Woman in Gold,"$33,307,793 ","2,011","$2,091,551 ",6.30%,258,1-Apr,13-Aug,The Weinstein Company
78,The Second Best Exotic Marigold Hotel,"$33,078,266 ","2,022","$8,540,370 ",25.80%,"1,573",6-Mar,25-Jun,-
79,Unfriended,"$32,482,090 ","2,775","$15,845,115 ",48.80%,"2,739",17-Apr,28-May,Universal Pictures
80,Entourage,"$32,363,404 ","3,108","$10,283,250 ",31.80%,"3,108",3-Jun,13-Aug,Warner Bros.
81,Paper Towns,"$32,000,304 ","3,031","$12,650,140 ",39.50%,"3,031",24-Jul,15-Oct,Twentieth Century Fox
82,Chappie,"$31,569,268 ","3,201","$13,346,782 ",42.30%,"3,201",6-Mar,3-May,Sony Pictures Releasing
83,Crimson Peak,"$31,090,320 ","2,991","$13,143,310 ",42.30%,"2,984",16-Oct,26-Nov,Universal Pictures
84,A Walk in the Woods,"$29,504,281 ","2,158","$8,246,267 ",27.90%,"1,960",2-Sep,20-Dec,Broad Green Pictures
85,Point Break,"$28,782,481 ","2,910","$9,800,252 ",34%,"2,910",25-Dec,25-Feb,Warner Bros.
86,Sinister 2,"$27,740,955 ","2,799","$10,542,116 ",38%,"2,766",21-Aug,29-Oct,Focus Features
87,The Last Witch Hunter,"$27,367,660 ","3,082","$10,812,861 ",39.50%,"3,082",23-Oct,31-Dec,Lionsgate
88,No Escape,"$27,288,872 ","3,415","$8,111,264 ",29.70%,"3,355",26-Aug,26-Nov,The Weinstein Company
89,Ricki and the Flash,"$26,822,144 ","2,064","$6,610,961 ",24.60%,"1,603",7-Aug,11-Oct,TriStar Pictures
90,The Woman in Black 2: Angel of Death,"$26,501,323 ","2,602","$15,027,415 ",56.70%,"2,602",2-Jan,19-Mar,Relativity Media
91,Run All Night,"$26,461,644 ","3,171","$11,012,305 ",41.60%,"3,171",13-Mar,7-May,Warner Bros.
92,Love the Coopers,"$26,302,731 ","2,603","$8,317,545 ",31.60%,"2,603",13-Nov,14-Jan,Lionsgate
93,The Lazarus Effect,"$25,801,570 ","2,666","$10,203,437 ",39.50%,"2,666",27-Feb,11-Jun,Relativity Media
94,Ex Machina,"$25,442,958 ","2,004","$237,264 ",0.90%,4,10-Apr,3-Sep,A24
95,In the Heart of the Sea,"$25,020,758 ","3,103","$11,053,366 ",44.20%,"3,103",11-Dec,11-Feb,Warner Bros.
96,The Gallows,"$22,764,410 ","2,720","$9,808,463 ",43.10%,"2,720",10-Jul,17-Sep,Warner Bros.
97,Hitman: Agent 47,"$22,467,450 ","3,273","$8,326,530 ",37.10%,"3,261",21-Aug,15-Oct,Twentieth Century Fox
98,Project Almanac,"$22,348,241 ","2,900","$8,310,252 ",37.20%,"2,893",30-Jan,26-Mar,Paramount Pictures
99,Black or White,"$21,571,189 ","1,823","$6,213,362 ",28.80%,"1,823",30-Jan,14-May,Relativity Media
100,Aloha,"$21,067,116 ","2,815","$9,670,235 ",45.90%,"2,815",29-May,30-Jul,Sony Pictures Releasing
101,Secret in Their Eyes,"$20,180,155 ","2,392","$6,652,996 ",33%,"2,392",20-Nov,14-Jan,STX Entertainment
102,Shaun the Sheep Movie,"$19,375,982 ","2,360","$4,038,962 ",20.80%,"2,320",5-Aug,22-Oct,Lionsgate
103,Still Alice,"$18,754,371 ","1,318","$197,000 ",1.10%,12,16-Jan,21-May,Sony Pictures Classics
104,Paranormal Activity: The Ghost Dimension,"$18,300,124 ","1,656","$8,070,493 ",44.10%,"1,656",23-Oct,24-Nov,Paramount Pictures
105,Steve Jobs,"$17,766,658 ","2,493","$521,522 ",2.90%,4,9-Oct,13-Dec,Universal Pictures
106,Mr. Holmes,"$17,737,646 ",898,"$2,434,908 ",13.70%,361,17-Jul,5-Nov,Roadside Attractions
107,Dope,"$17,506,470 ","2,002","$6,100,010 ",34.80%,"2,002",19-Jun,17-Sep,Open Road Films (II)
108,Seventh Son,"$17,223,265 ","2,875","$7,217,640 ",41.90%,"2,875",6-Feb,19-Mar,Universal Pictures
109,Monkey Kingdom,"$16,432,322 ","2,012","$4,577,861 ",27.90%,"2,012",17-Apr,23-Jul,Walt Disney Studios Motion Pictures
110,The Transporter Refueled,"$16,029,670 ","3,434","$7,355,622 ",45.90%,"3,434",4-Sep,19-Nov,EuropaCorp
111,Room,"$14,677,654 ",862,"$118,298 ",0.80%,4,16-Oct,24-Apr,A24
112,It Follows,"$14,674,076 ","1,655","$160,089 ",1.10%,4,13-Mar,25-Jun,RADiUS-TWC
113,American Ultra,"$14,440,985 ","2,778","$5,454,284 ",37.80%,"2,778",21-Aug,8-Oct,Lionsgate
114,Woodlawn,"$14,394,097 ","1,553","$4,002,226 ",27.80%,"1,553",16-Oct,11-Feb,Pure Flix Entertainment
115,Burnt,"$13,651,946 ","3,003","$5,002,521 ",36.60%,"3,003",30-Oct,11-Feb,The Weinstein Company
116,Do You Believe?,"$12,985,600 ","1,356","$3,591,282 ",27.70%,"1,320",20-Mar,25-Jun,Pure Flix Entertainment
117,Carol,"$12,711,491 ",790,"$253,510 ",2%,4,20-Nov,31-Mar,The Weinstein Company
118,Love & Mercy,"$12,551,031 ",791,"$2,122,177 ",16.90%,481,5-Jun,1-Oct,Roadside Attractions
119,Strange Magic,"$12,429,583 ","3,020","$5,504,441 ",44.30%,"3,020",23-Jan,16-Apr,Walt Disney Studios Motion Pictures
120,Hot Tub Time Machine 2,"$12,314,651 ","2,901","$5,963,324 ",48.40%,"2,880",20-Feb,26-Mar,Paramount Pictures
121,Self/less,"$12,279,691 ","2,353","$5,403,460 ",44%,"2,353",10-Jul,27-Aug,Focus Features
122,Far from the Madding Crowd,"$12,236,500 ",902,"$164,985 ",1.30%,10,1-May,13-Aug,-
123,The 33,"$12,227,722 ","2,452","$5,787,266 ",47.30%,"2,452",13-Nov,21-Jan,Warner Bros.
124,The Danish Girl,"$11,114,018 ",794,"$187,318 ",1.70%,4,27-Nov,17-Mar,Focus Features
125,The Gunman,"$10,664,749 ","2,816","$5,028,702 ",47.20%,"2,816",20-Mar,30-Apr,Open Road Films (II)
126,Unfinished Business,"$10,219,501 ","2,777","$4,772,613 ",46.70%,"2,777",6-Mar,16-Apr,Twentieth Century Fox
127,The Walk,"$10,137,502 ","2,509","$1,560,299 ",15.40%,448,30-Sep,8-Nov,TriStar Pictures
128,The Lady in the Van,"$10,021,175 ",602,-,-,-,4-Dec,9-Jun,Sony Pictures Classics
129,Huevos: Little Rooster's Egg-cellent Adventure,"$9,080,818 ",616,"$3,424,702 ",37.70%,395,4-Sep,22-Oct,Lionsgate
130,Amy,"$8,413,144 ",435,"$222,500 ",2.60%,6,3-Jul,14-Jan,A24
131,Bajrangi Bhaijaan,"$8,178,001 ",257,"$2,425,000 ",-,257,17-Jul,10-Sep,Eros Worldwide
132,Dragon Ball Z: Resurrection 'F',"$8,008,363 ",913,"$1,817,937 ",22.70%,183,4-Aug,17-Aug,FUNimation Entertainment
133,Blackhat,"$8,005,980 ","2,568","$3,901,815 ",48.70%,"2,567",16-Jan,5-Feb,Universal Pictures
134,Trumbo,"$7,857,741 ",660,"$74,177 ",0.90%,5,6-Nov,3-Mar,Bleecker Street Media
135,Mortdecai,"$7,696,134 ","2,648","$4,200,586 ",54.60%,"2,648",23-Jan,19-Feb,Lionsgate
136,While We're Young,"$7,587,485 ",762,"$227,688 ",3%,4,27-Mar,28-Jun,A24
137,I'll See You in My Dreams,"$7,449,681 ",290,"$52,091 ",0.70%,3,15-May,10-Sep,Bleecker Street Media
138,The Green Inferno,"$7,192,291 ","1,543","$3,520,626 ",48.90%,"1,540",25-Sep,5-Nov,BH Tilt
139,Our Brand Is Crisis,"$7,002,261 ","2,202","$3,238,433 ",46.20%,"2,202",30-Oct,17-Dec,Warner Bros.
140,Grandma,"$6,980,524 ","1,061","$115,540 ",1.70%,4,21-Aug,3-Mar,Sony Pictures Classics
141,Me and Earl and the Dying Girl,"$6,758,416 ",870,"$196,496 ",2.90%,15,12-Jun,10-Sep,-
142,Baahubali: The Beginning,"$6,738,000 ",236,"$3,575,000 ",-,236,9-Jul,23-Jul,Blue Sky Cinema
143,Bajirao Mastani,"$6,557,047 ",304,"$1,744,975 ",26.60%,304,18-Dec,7-Feb,Eros Worldwide
144,Little Boy,"$6,485,961 ","1,045","$2,750,356 ",42.40%,"1,045",24-Apr,18-Jun,Open Road Films (II)
145,The Loft,"$6,002,684 ","1,841","$2,747,342 ",45.80%,"1,841",30-Jan,26-Feb,Open Road Films (II)
146,Victor Frankenstein,"$5,775,076 ","2,797","$2,469,341 ",42.80%,"2,797",25-Nov,31-Dec,Twentieth Century Fox
147,Danny Collins,"$5,637,066 ",739,"$72,459 ",1.30%,5,20-Mar,4-Jun,Bleecker Street Media
148,Dilwale,"$4,871,263 ",268,"$1,920,402 ",39.40%,268,17-Dec,21-Jan,UTV Motion Pictures
149,90 Minutes in Heaven,"$4,842,699 ",899,"$2,035,273 ",42%,878,11-Sep,1-Nov,The Samuel Goldwyn Company
150,True Story,"$4,719,695 ",856,"$1,950,214 ",41.30%,831,17-Apr,4-Jun,-
151,Suffragette,"$4,702,420 ",517,"$76,244 ",1.60%,4,23-Oct,14-Jan,Focus Features
152,Prem Ratan Dhan Payo,"$4,364,639 ",287,"$2,425,585 ",55.60%,287,12-Nov,3-Dec,FIP
153,45 Years,"$4,247,285 ",251,"$65,775 ",1.50%,3,23-Dec,7-Apr,IFC Films
154,The Water Diviner,"$4,196,641 ",385,"$1,220,335 ",29.10%,320,24-Apr,1-Jul,Warner Bros.
155,Irrational Man,"$4,030,360 ",925,"$175,312 ",4.30%,7,17-Jul,5-Nov,Sony Pictures Classics
156,Anomalisa,"$3,759,286 ",573,"$135,222 ",3.60%,4,30-Dec,24-Mar,Paramount Pictures
157,Scouts Guide to the Zombie Apocalypse,"$3,703,046 ","1,509","$1,841,007 ",49.70%,"1,509",30-Oct,19-Nov,Paramount Pictures
158,A la mala,"$3,629,842 ",384,"$1,402,118 ",38.60%,384,27-Feb,2-Apr,Lionsgate
159,Spare Parts,"$3,618,912 ",440,"$1,335,768 ",36.90%,440,16-Jan,5-Mar,Lionsgate
160,We Are Your Friends,"$3,591,417 ","2,333","$1,767,308 ",49.20%,"2,333",28-Aug,24-Sep,Warner Bros.
161,What We Do in the Shadows,"$3,469,224 ",154,"$88,940 ",2.60%,5,13-Feb,12-Nov,-
162,Learning to Drive,"$3,447,633 ",339,"$66,015 ",1.90%,4,21-Aug,26-Nov,Broad Green Pictures
163,Phoenix,"$3,184,472 ",197,"$30,296 ",1%,2,24-Jul,15-Nov,IFC Films
164,Wild Tales,"$3,106,530 ",122,"$85,100 ",2.70%,4,20-Feb,12-Jul,Sony Pictures Classics
165,Dil Dhadakne Do,"$3,066,100 ",238,"$1,326,267 ",43.30%,238,5-Jun,12-Jul,Eros Worldwide
166,Ladrones,"$3,063,505 ",375,"$1,411,031 ",46.10%,375,9-Oct,19-Nov,Lionsgate
167,Tanu Weds Manu Returns,"$3,043,479 ",136,"$1,006,476 ",33.10%,136,22-May,12-Jul,Eros Worldwide
168,Rock the Kasbah,"$3,020,664 ","2,012","$1,470,592 ",48.70%,"2,012",23-Oct,26-Nov,Open Road Films (II)
169,The End of the Tour,"$3,002,884 ",355,"$123,238 ",4.10%,4,31-Jul,24-Dec,A24
170,Youth,"$2,703,296 ",149,"$78,085 ",2.90%,4,4-Dec,10-Mar,-
171,He Named Me Malala,"$2,668,936 ",477,"$61,808 ",2.30%,4,2-Oct,24-Dec,-
172,Chi-Raq,"$2,653,032 ",305,"$1,198,453 ",45.20%,305,4-Dec,28-Jan,Roadside Attractions
173,Captive,"$2,583,301 ",807,"$1,393,243 ",53.90%,806,18-Sep,8-Oct,Paramount Pictures
174,Truth,"$2,541,854 ","1,122","$66,232 ",2.60%,6,16-Oct,11-Feb,Sony Pictures Classics
175,Mistress America,"$2,500,431 ",512,"$93,206 ",3.70%,4,14-Aug,12-Nov,-
176,Pawn Sacrifice,"$2,436,633 ",781,"$202,053 ",8.30%,33,16-Sep,17-Dec,Bleecker Street Media
177,The Oscar Nominated Short Films 2015: Live Action,"$2,412,593 ",280,"$416,850 ",17.30%,118,30-Jan,19-Mar,Shorts International
178,Meru,"$2,334,228 ",176,"$91,279 ",3.90%,7,14-Aug,19-Nov,Music Box Films
179,WARx2,"$2,310,625 ",16,"$30,931 ",1.30%,1,18-Sep,-,Strasson Group
180,My All-American,"$2,246,000 ","1,565","$1,365,000 ",60.80%,"1,565",13-Nov,29-Nov,Clarius Entertainment
181,Jem and the Holograms,"$2,184,640 ","2,417","$1,375,320 ",63%,"2,413",23-Oct,5-Nov,Universal Pictures
182,Tamasha,"$2,065,487 ",182,"$1,006,059 ",48.70%,182,25-Nov,10-Dec,UTV Motion Pictures
183,Cake,"$1,951,776 ",482,"$916,179 ",46.90%,482,23-Jan,19-Feb,Cinelou Films
184,Old Fashioned,"$1,914,090 ",298,"$38,965 ",2%,3,6-Feb,19-Mar,Freestyle Releasing
185,Assassination,"$1,904,682 ",33,"$287,700 ",15.10%,33,7-Aug,4-Oct,Well Go USA Entertainment
186,Game of Thrones Season 4 Finale,"$1,896,092 ",205,"$1,464,932 ",77.30%,205,30-Jan,5-Feb,Warner Bros.
187,Legend,"$1,872,994 ",107,"$86,836 ",4.60%,4,20-Nov,7-Jan,Universal Pictures
188,Clouds of Sils Maria,"$1,851,517 ",187,"$61,810 ",3.30%,3,10-Apr,16-Jul,IFC Films
189,Testament of Youth,"$1,822,250 ",104,"$53,000 ",-,4,5-Jun,15-Oct,Sony Pictures Classics
190,Piku,"$1,801,807 ",124,"$941,490 ",52.30%,119,8-May,17-May,Yash Raj Films
191,The Vatican Tapes,"$1,784,763 ",427,"$832,271 ",46.60%,427,24-Jul,20-Aug,Lionsgate
192,Son of Saul,"$1,777,043 ",180,"$37,930 ",2.10%,3,18-Dec,19-May,Sony Pictures Classics
193,Meet the Patels,"$1,700,681 ",101,"$72,180 ",4.20%,5,11-Sep,10-Dec,Alchemy
194,Back To The Future Day,"$1,650,000 ","1,815",-,-,-,21-Oct,21-Oct,Universal Home Video
,Triple Bill,,,,,,,,
195,The Letters,"$1,647,416 ",886,"$700,683 ",42.50%,886,4-Dec,28-Jan,Freestyle Releasing
196,The Diary of a Teenage Girl,"$1,477,002 ",795,"$52,334 ",3.50%,4,7-Aug,25-Oct,Sony Pictures Classics
197,I,"$1,449,232 ",222,"$771,312 ",53.20%,222,13-Jan,19-Jan,Aascar Film
198,Infinitely Polar Bear,"$1,430,655 ",110,"$47,000 ",-,5,19-Jun,15-Oct,Sony Pictures Classics
199,Mr. Six,"$1,415,450 ",32,"$332,117 ",23.50%,30,24-Dec,31-Jan,China Lion Film Distribution
200,99 Homes,"$1,411,927 ",691,"$32,253 ",2.30%,2,25-Sep,26-Nov,Broad Green Pictures
